 ,Dep.,Apelido,Região, .1,Situação, .2,Função,Tipo Apanha Frac.,Altura,Num.Posto,Descr.Posto,Motivo Bloqueio, .3,Data Último Invent.,Sit.Último Invent.,Total Invent.
,1,12.346,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:52,Pendente,1
,1,12.347,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:52,Pendente,1
,1,12.348,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:52,Pendente,1
,1,12.351,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:52,Pendente,1
,1,12.352,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:52,Pendente,1
,1,12.353,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:52,Pendente,1
,1,12.354,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:52,Pendente,1
,1,12.355,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:53,Pendente,1
,1,12.356,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:53,Pendente,1
,1,12.357,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:53,Pendente,1
,1,12.358,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:53,Pendente,1
,1,12.361,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:53,Pendente,1
,1,12.362,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:53,Pendente,1
,1,12.363,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:53,Pendente,1
,1,12.364,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:54,Pendente,1
,1,12.365,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:54,Pendente,1
,1,12.366,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:54,Pendente,1
,1,12.367,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:54,Pendente,1
,1,12.368,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:54,Pendente,1
,1,12.371,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:54,Pendente,1
,1,12.372,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:54,Pendente,1
,1,12.373,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:54,Pendente,1
,1,12.374,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:55,Pendente,1
,1,12.375,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:55,Pendente,1
,1,12.376,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:55,Pendente,1
,1,12.377,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:55,Pendente,1
,1,12.378,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:55,Pendente,1
,1,12.381,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:55,Pendente,1
,1,12.382,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:55,Pendente,1
,1,12.383,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:55,Pendente,1
,1,12.384,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:56,Pendente,1
,1,12.385,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:56,Pendente,1
,1,12.386,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:56,Pendente,1
,1,12.387,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:56,Pendente,1
,1,12.388,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:56,Pendente,1
,1,12.391,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:56,Pendente,1
,1,12.392,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:56,Pendente,1
,1,12.393,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:56,Pendente,1
,1,12.394,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:57,Pendente,1
,1,12.395,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:57,Pendente,1
,1,12.396,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:57,Pendente,1
,1,12.397,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:57,Pendente,1
,1,12.398,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-03-26 10:16:57,Pendente,1
,1,12.401,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:26,Em Contagem,1
,1,12.402,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:27,Em Contagem,1
,1,12.403,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:27,Em Contagem,1
,1,12.404,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:27,Em Contagem,1
,1,12.405,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:27,Em Contagem,1
,1,12.406,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:27,Em Contagem,1
,1,12.407,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:27,Em Contagem,1
,1,12.408,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:27,Em Contagem,1
,1,12.411,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:28,Em Contagem,1
,1,12.412,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:28,Em Contagem,1
,1,12.413,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:28,Em Contagem,1
,1,12.414,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:52,Pendente,1
,1,12.415,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:53,Pendente,1
,1,12.416,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:28,Em Contagem,1
,1,12.417,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:28,Em Contagem,1
,1,12.418,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:28,Em Contagem,1
,1,12.421,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:28,Em Contagem,1
,1,12.422,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:28,Em Contagem,1
,1,12.423,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:28,Em Contagem,1
,1,12.424,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:28,Em Contagem,1
,1,12.425,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:53,Pendente,1
,1,12.426,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:53,Pendente,1
,1,12.427,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:53,Pendente,1
,1,12.428,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:28,Em Contagem,1
,1,12.431,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:28,Em Contagem,1
,1,12.432,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:28,Em Contagem,1
,1,12.433,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:29,Em Contagem,1
,1,12.434,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:29,Em Contagem,1
,1,12.435,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:29,Em Contagem,1
,1,12.436,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:29,Em Contagem,1
,1,12.437,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:53,Pendente,1
,1,12.438,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:29,Em Contagem,1
,1,12.441,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:53,Pendente,1
,1,12.442,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:53,Pendente,1
,1,12.443,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:29,Em Contagem,1
,1,12.444,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:54,Pendente,1
,1,12.445,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:54,Pendente,1
,1,12.446,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:29,Em Contagem,1
,1,12.447,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:54,Pendente,1
,1,12.448,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:29,Em Contagem,1
,1,12.451,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:29,Em Contagem,1
,1,12.452,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:29,Em Contagem,1
,1,12.453,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:29,Em Contagem,1
,1,12.454,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:29,Em Contagem,1
,1,12.455,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:29,Em Contagem,1
,1,12.456,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:29,Em Contagem,1
,1,12.457,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:54,Pendente,1
,1,12.458,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:54,Pendente,1
,1,12.461,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.462,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.463,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.464,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.465,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.466,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.467,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.468,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.471,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:54,Pendente,1
,1,12.472,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:54,Pendente,1
,1,12.473,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:29,Em Contagem,1
,1,12.474,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:55,Pendente,1
,1,12.475,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:55,Pendente,1
,1,12.476,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:29,Em Contagem,1
,1,12.477,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:55,Pendente,1
,1,12.478,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:55,Pendente,1
,1,12.481,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.482,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.483,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.484,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.485,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.486,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.487,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.488,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.491,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:55,Pendente,1
,1,12.492,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:30,Em Contagem,1
,1,12.493,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:30,Em Contagem,1
,1,12.494,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:55,Pendente,1
,1,12.495,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:30,Em Contagem,1
,1,12.496,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:55,Pendente,1
,1,12.497,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:56,Pendente,1
,1,12.498,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:30,Em Contagem,1
,1,12.501,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.502,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.503,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.504,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.505,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.506,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.507,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.508,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.511,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:56,Pendente,1
,1,12.512,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:56,Pendente,1
,1,12.513,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:30,Em Contagem,1
,1,12.514,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:56,Pendente,1
,1,12.515,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:30,Em Contagem,1
,1,12.516,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:56,Pendente,1
,1,12.517,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-10-26 10:32:30,Em Contagem,1
,1,12.518,,,Bloq.Invent.,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2024-02-14 16:57:56,Pendente,1
,1,12.521,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.522,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.523,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.524,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.525,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.526,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.527,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
,1,12.528,,,Bloqueado,,Apanha,Prateleira,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,.CAIXA GRANDE,,,Pendente,0
