 ,Dep.,Apelido,Região, .1,Situação, .2,Função,Tipo Apanha Frac.,Promoção,Altura,Num.Posto,Descr.Posto,Motivo Bloqueio, .3,Data Último Invent.,Sit.Último Invent.,Total Invent.
,1,014-022-06-01,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:02,Pendente,5
,1,014-022-06-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 11:19:17,Contado,8
,1,014-022-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 10:20:03,Contado,8
,1,014-022-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 10:20:03,Contado,5
,1,014-022-08-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:37:03,Contado,10
,1,014-022-08-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:37:03,Contado,10
,1,014-023-03-01,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,,Pendente,0
,1,014-023-03-02,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,,Pendente,0
,1,014-023-04-01,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:02,Pendente,10
,1,014-023-04-02,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:02,Pendente,9
,1,014-023-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:43:29,Contado,6
,1,014-023-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:43:29,Contado,3
,1,014-023-06-01,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-023-06-02,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-023-07-01,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-023-07-02,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-024-03-01,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2024-04-23 08:39:31,Cancelado,5
,1,014-024-03-02,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2024-03-01 17:27:32,Cancelado,1
,1,014-024-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 14:08:35,Contado,3
,1,014-024-04-02,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:03,Pendente,7
,1,014-024-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 13:31:30,Contado,8
,1,014-024-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 13:31:30,Contado,13
,1,014-024-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 11:19:17,Contado,5
,1,014-024-06-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 11:19:17,Contado,13
,1,014-024-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 10:20:03,Contado,12
,1,014-024-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 10:20:03,Contado,15
,1,014-024-08-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:37:04,Contado,10
,1,014-024-08-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:37:04,Contado,7
,1,014-025-04-01,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-07 14:50:59,Pendente,7
,1,014-025-04-02,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:03,Pendente,5
,1,014-025-05-01,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:03,Pendente,4
,1,014-025-05-02,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:03,Pendente,4
,1,014-025-06-01,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-025-06-02,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-025-07-01,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-025-07-02,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-026-03-01,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2024-02-22 15:27:09,Cancelado,3
,1,014-026-03-02,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2024-12-17 09:05:46,Cancelado,16
,1,014-026-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 14:08:35,Contado,4
,1,014-026-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 14:08:35,Contado,8
,1,014-026-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 13:31:30,Contado,16
,1,014-026-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 13:31:30,Contado,14
,1,014-026-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 11:19:18,Contado,10
,1,014-026-06-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 11:19:18,Contado,13
,1,014-026-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 10:20:03,Contado,14
,1,014-026-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 10:20:03,Contado,23
,1,014-026-08-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:37:04,Contado,6
,1,014-026-08-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:37:04,Contado,8
,1,014-027-03-02,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,,Pendente,0
,1,014-027-04-01,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:03,Pendente,6
,1,014-027-04-02,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:03,Pendente,3
,1,014-027-05-01,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:03,Pendente,3
,1,014-027-05-02,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:03,Pendente,6
,1,014-027-06-01,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-027-06-02,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-027-07-01,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-027-07-02,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-028-03-02,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2024-04-23 08:39:31,Cancelado,10
,1,014-028-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 14:08:35,Contado,15
,1,014-028-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 14:08:35,Contado,12
,1,014-028-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 13:31:30,Contado,18
,1,014-028-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 13:31:30,Contado,2
,1,014-028-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 11:19:18,Contado,14
,1,014-028-06-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 11:19:18,Contado,9
,1,014-028-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 10:20:03,Contado,7
,1,014-028-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 10:20:04,Contado,7
,1,014-028-08-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:37:04,Contado,12
,1,014-028-08-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:37:04,Contado,17
,1,014-029-03-02,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,,Pendente,0
,1,014-029-04-01,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:03,Pendente,4
,1,014-029-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 09:48:46,Contado,5
,1,014-029-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:43:29,Contado,2
,1,014-029-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:43:29,Contado,5
,1,014-029-06-01,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-029-06-02,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-029-07-01,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-029-07-02,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-030-03-01,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2023-12-14 17:25:44,Cancelado,1
,1,014-030-03-02,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2023-12-15 09:39:50,Cancelado,2
,1,014-030-04-01,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,.NÃO EXISTE,,,Pendente,0
,1,014-030-04-02,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,.NÃO EXISTE,,,Pendente,0
,1,014-030-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 13:31:31,Contado,11
,1,014-030-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 13:31:31,Contado,15
,1,014-030-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-06 08:53:37,Contado,17
,1,014-030-06-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 11:19:18,Contado,8
,1,014-030-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 10:20:04,Contado,9
,1,014-030-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 10:20:04,Contado,9
,1,014-030-08-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:37:05,Contado,9
,1,014-030-08-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:37:05,Contado,5
,1,014-031-03-01,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,,Pendente,0
,1,014-031-03-02,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2022-12-09 16:50:33,Cancelado,1
,1,014-031-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-06 09:43:31,Contado,5
,1,014-031-04-02,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-07 14:50:59,Pendente,6
,1,014-031-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:43:29,Contado,4
,1,014-031-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:43:30,Contado,4
,1,014-031-06-01,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-031-06-02,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-031-07-01,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-031-07-02,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-032-03-01,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2024-03-14 08:55:33,Cancelado,6
,1,014-032-03-02,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2024-02-22 15:27:10,Cancelado,7
,1,014-032-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 15:48:51,Contado,16
,1,014-032-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 15:48:51,Contado,6
,1,014-032-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 13:31:31,Contado,12
,1,014-032-05-02,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-08 08:27:12,Pendente,13
,1,014-032-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-06 09:35:58,Contado,10
,1,014-032-06-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 11:19:18,Contado,12
,1,014-032-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 10:20:04,Contado,7
,1,014-032-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-06 09:35:58,Contado,10
,1,014-032-08-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:37:05,Contado,6
,1,014-032-08-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:37:05,Contado,8
,1,014-033-03-01,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,,Pendente,0
,1,014-033-03-02,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,,Pendente,0
,1,014-033-04-01,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:03,Pendente,3
,1,014-033-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 09:48:47,Contado,6
,1,014-033-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:43:30,Contado,3
,1,014-033-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:43:30,Contado,8
,1,014-033-06-01,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-033-06-02,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-033-07-01,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-033-07-02,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-034-03-02,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2024-02-22 15:27:10,Cancelado,8
,1,014-034-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 15:48:51,Contado,9
,1,014-034-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 15:48:51,Contado,3
,1,014-034-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 13:31:31,Contado,8
,1,014-034-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 13:31:31,Contado,8
,1,014-034-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 11:19:18,Contado,13
,1,014-034-06-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 11:19:19,Contado,8
,1,014-034-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 10:20:04,Contado,1
,1,014-034-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 10:20:04,Contado,1
,1,014-034-08-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:37:05,Contado,17
,1,014-034-08-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:37:05,Contado,1
,1,014-035-03-02,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,,Pendente,0
,1,014-035-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 09:48:47,Contado,6
,1,014-035-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 09:48:47,Contado,6
,1,014-035-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:43:30,Contado,9
,1,014-035-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:43:30,Contado,6
,1,014-035-06-01,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-035-06-02,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-035-07-01,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-035-07-02,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,,Pendente,0
,1,014-036-03-01,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,,Pendente,0
,1,014-036-03-02,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,,Pendente,0
,1,014-036-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 15:48:52,Contado,9
,1,014-036-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 15:48:52,Contado,14
,1,014-036-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 13:31:31,Contado,4
,1,014-036-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 13:31:31,Contado,15
,1,014-036-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 11:19:19,Contado,15
,1,014-036-06-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 11:19:19,Contado,6
,1,014-036-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 10:20:04,Contado,17
,1,014-036-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 10:20:04,Contado,8
,1,014-036-08-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:37:06,Contado,21
,1,014-036-08-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:37:06,Contado,8
,1,014-037-03-01,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,,Pendente,0
,1,014-037-03-02,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,,Pendente,0
,1,014-037-04-01,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:03,Pendente,11
,1,014-037-04-02,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:03,Pendente,7
,1,014-037-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:43:30,Contado,7
,1,014-037-05-02,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:03,Pendente,7
,1,014-037-06-01,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:03,Pendente,7
,1,014-037-06-02,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:03,Pendente,6
,1,014-037-07-01,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:04,Pendente,7
,1,014-037-07-02,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:04,Pendente,6
,1,014-037-08-01,1,,Bloq.Invent.,,Armazenagem,,,ALTURA PADRAO PALETE,0,,INVENTARIO,,2025-01-06 16:56:04,Pendente,7
,1,014-038-03-01,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,,Pendente,0
,1,014-038-03-02,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,,Pendente,0
,1,014-038-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 15:48:52,Contado,13
,1,014-038-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 15:48:52,Contado,2
,1,014-038-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 13:31:31,Contado,4
,1,014-038-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 13:31:32,Contado,15
,1,014-038-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 11:19:19,Contado,11
,1,014-038-06-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 11:19:19,Contado,12
,1,014-038-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 10:20:05,Contado,8
,1,014-038-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 10:20:05,Contado,15
,1,014-038-08-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:37:06,Contado,3
,1,014-038-08-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:37:06,Contado,6
,1,014-039-03-01,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,,Pendente,0
,1,014-039-03-02,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,,Pendente,0
,1,014-039-04-01,1,,Bloqueado,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,.BRINDE,,,Pendente,0
,1,014-039-04-02,1,,Bloqueado,,Armazenagem,,,ALTURA PADRAO PALETE,0,,.CANHOTO,,2023-06-06 13:57:56,Cancelado,2
,1,014-039-05-01,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:04,Pendente,6
,1,014-039-05-02,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:04,Pendente,10
,1,014-039-06-01,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:04,Pendente,6
,1,014-039-06-02,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:04,Pendente,6
,1,014-039-07-01,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:04,Pendente,5
,1,014-039-07-02,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:04,Pendente,7
,1,014-039-08-01,1,,Bloq.Invent.,,Armazenagem,,,ALTURA PADRAO PALETE,0,,INVENTARIO,,2025-01-06 16:56:04,Pendente,3
,1,014-039-08-02,1,,Bloq.Invent.,,Armazenagem,,,ALTURA PADRAO PALETE,0,,INVENTARIO,,2025-01-06 16:56:04,Pendente,5
,1,014-040-03-02,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,,Pendente,0
,1,014-040-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 15:48:52,Contado,10
,1,014-040-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 15:48:52,Contado,7
,1,014-040-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 13:31:32,Contado,14
,1,014-040-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 13:31:32,Contado,10
,1,014-040-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-06 11:08:02,Contado,7
,1,014-040-06-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 11:19:19,Contado,15
,1,014-040-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 10:20:05,Contado,26
,1,014-040-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 10:20:05,Contado,12
,1,014-040-08-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:37:06,Contado,15
,1,014-040-08-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 08:37:06,Contado,19
,1,014-042-03-01,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,,Pendente,0
,1,014-042-03-02,1,,Inativo,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,,Pendente,0
,1,014-042-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 15:48:52,Contado,9
,1,014-042-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 15:48:52,Contado,6
,1,014-042-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 13:31:32,Contado,11
