Endereço,Tipo Endereço,Motivo Bloq.Ender.,Estoque Total (Unit.),Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,,,
015-007-05-01,Armazenagem,,7700,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000106011,NARIDRIN 12 HORAS FR C/30ML,3S6234,2026-09-30 00:00:00,918,,7700,0,0,0,0,7700
,,,,,,,,,,,,
015-007-05-02,Armazenagem,.OLIVIO,1715,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000101001,APEVITIN BC XPE 240ML,3W5909,2026-01-31 00:00:00,676,,1715,0,0,0,0,1715
,,,,,,,,,,,,
015-007-06-01,Armazenagem,,600,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000101079,NARIDRIN H SOL NASAL SPRAY 60ML,3S1041,2025-09-30 00:00:00,553,,600,0,0,0,0,600
,,,,,,,,,,,,
015-007-06-02,Armazenagem,,1400,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000109020,POLICLAVUMOXIL BD 400MG (AM) SUSP 70ML,3O4691,2025-06-30 00:00:00,461,,1400,0,0,0,0,1400
,,,,,,,,,,,,
015-007-07-01,Armazenagem,,1600,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000102346,ALLEXOFEDRIN PED 6MG/ML SUSP   60ML,3N4538,2025-06-30 00:00:00,461,,1600,0,0,0,0,1600
,,,,,,,,,,,,
015-007-07-02,Armazenagem,.OLIVIO,1715,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000101001,APEVITIN BC XPE 240ML,3W5909,2026-01-31 00:00:00,676,,1715,0,0,0,0,1715
,,,,,,,,,,,,
015-009-02-01,Armazenagem,,732,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000001111,CERA ORTODONTICA POWER WAX,952023,2025-10-31 00:00:00,584,,180,0,0,0,0,180
,020000001467,ESCOVA DENTAL POWER CLEANER COM 2 UNIDAD,1352.2,2032-03-31 00:00:00,2927,,72,0,0,0,0,72
,020000001812,CONDRIGEN (COLÁGENO TIPO II) 60 CÁPS,0225,2025-09-30 00:00:00,553,,60,0,0,0,0,60
,020000002190,ESCOVA DENTAL POWER LIGHT PLUS L3P2 MA,13732,2032-03-31 00:00:00,2927,,36,0,0,0,0,36
,020000002305,ESCOVA DENTAL ECO CARE LIGHT PACK TRIPLO,1409.3,2030-12-31 00:00:00,2471,,72,0,0,0,0,72
,020000004096,CONDRIGEN 30 COMP PACK #SAUDE,0854,2025-12-31 00:00:00,645,,24,0,0,0,0,24
,020000011118,"CLOPERASTINA XPE 3,54 MG/ML C/120 ML",3Y3781,2026-02-28 00:00:00,704,,240,0,0,0,0,240
,020000014655,GEL DENTAL SEM FLÚOR MUNDO BITA-MORANGO,3704,2026-12-31 00:00:00,1010,,24,0,0,0,0,24
,020000064482,DIMAG DIMAG TRIO - 60 COMP,0105,2026-02-28 00:00:00,704,,24,0,0,24,0,0
,,,,,,,,,,,,
015-009-02-02,Armazenagem,,7700,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000106011,NARIDRIN 12 HORAS FR C/30ML,3S6234,2026-09-30 00:00:00,918,,7700,0,0,0,0,7700
,,,,,,,,,,,,
015-009-03-01,Armazenagem,,7700,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000106011,NARIDRIN 12 HORAS FR C/30ML,3S6234,2026-09-30 00:00:00,918,,7700,0,0,0,0,7700
,,,,,,,,,,,,
015-009-03-02,Armazenagem,,30,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000064832,COOLER 9L 12 LATAS PERSONALIZADO REDRALI,31/03/2030,2030-03-31 00:00:00,2196,,10,0,0,0,0,10
,020000064833,CAMISETA NEROLOM VERDE MUSGO M,31/03/2030,2030-03-31 00:00:00,2196,,4,0,0,0,0,4
,020000064834,CAMISETA NEROLOM VERDE MUSGO P,31/03/2030,2030-03-31 00:00:00,2196,,4,0,0,0,0,4
,020000064837,CAMISETA NEROLOM VERDE MUSGO G,25032024,2030-03-31 00:00:00,2196,,4,0,0,4,0,0
,020000064838,CAMISETA NEROLOM VERDE MUSGO GG,25032024,2030-03-31 00:00:00,2196,,4,0,0,4,0,0
,020000064839,CAMISETA NEROLOM VERDE MUSGO EG,25032024,2030-03-31 00:00:00,2196,,4,0,0,4,0,0
,,,,,,,,,,,,
015-009-04-01,Armazenagem,,7700,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000106011,NARIDRIN 12 HORAS FR C/30ML,3S6234,2026-09-30 00:00:00,918,,7700,0,0,0,0,7700
,,,,,,,,,,,,
015-009-05-01,Armazenagem,,948,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000001810,CONDRIGEN (COLÁGENO TIPO II) 30 CÁPS,0240,2025-12-31 00:00:00,645,,384,0,0,0,0,384
,020000004579,CONDRIGEN TRIO 60 CAPS,0124,2026-02-28 00:00:00,704,,384,0,0,0,0,384
,020000005079,CURCUMA GOLDEN (CURCUMA LONGA) C/60 COMP,0117,2026-01-31 00:00:00,676,,180,0,0,36,0,144
,,,,,,,,,,,,
015-009-05-02,Armazenagem,,7700,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000106011,NARIDRIN 12 HORAS FR C/30ML,3S6234,2026-09-30 00:00:00,918,,7700,0,0,0,0,7700
,,,,,,,,,,,,
015-009-06-01,Armazenagem,.OLIVIO,1715,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000101001,APEVITIN BC XPE 240ML,3W5909,2026-01-31 00:00:00,676,,1715,0,0,0,0,1715
,,,,,,,,,,,,
015-009-06-02,Armazenagem,,2280,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000231148,"DICLOAIR AEROSOL 11,6MG 60GR 85ML",3T0131,2026-01-31 00:00:00,676,,960,0,0,0,0,960
,020000232338,CELERG C/ 20COMP,3P2677,2025-06-30 00:00:00,461,,1320,0,0,0,0,1320
,,,,,,,,,,,,
015-009-07-01,Armazenagem,,7700,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000106011,NARIDRIN 12 HORAS FR C/30ML,3R4533,2026-08-31 00:00:00,888,,7700,0,0,0,0,7700
,,,,,,,,,,,,
015-009-07-02,Armazenagem,.OLIVIO,1715,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000101001,APEVITIN BC XPE 240ML,3W5909,2026-01-31 00:00:00,676,,1715,0,0,0,0,1715
,,,,,,,,,,,,
015-011-02-01,Armazenagem,,7700,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000106011,NARIDRIN 12 HORAS FR C/30ML,3S6234,2026-09-30 00:00:00,918,,7700,0,0,0,0,7700
,,,,,,,,,,,,
015-011-02-02,Armazenagem,,2016,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000010012,DIPIRONA SOD 10ML,3X8878,2026-02-28 00:00:00,704,,960,0,0,0,0,960
,020000010482,"DEXAMETASONA 4,0MG C/ 10CP",3W9289,2025-12-31 00:00:00,645,,1056,0,0,0,0,1056
,,,,,,,,,,,,
015-011-03-01,Armazenagem,,365,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000010201,AMOXICILINA SUSP 400MG (AM) 100ML,3M8848,2025-05-31 00:00:00,431,,100,0,0,0,0,100
,020000011037,AMOXICILINA SUSP 250MG (AM) 150ML,3J1687,2025-03-31 00:00:00,370,,25,0,0,0,0,25
,020000012726,DESLORATADINA 5MG C/ 10COMP,3B8307,2024-09-30 00:00:00,188,,96,0,0,0,0,96
,020000231433,DESLORANA 5MG C/ 30COMP REV LEGRAND,3F8047,2024-12-31 00:00:00,280,,48,0,0,0,0,48
,020000232121,PREDINIS 20MG C/ 10COMP,3H9255,2025-01-31 00:00:00,311,,96,0,0,0,0,96
,,,,,,,,,,,,
015-011-03-02,Armazenagem,,420,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000001449,COLAGENO HIDRO 2EM1 250G AMORA MAX,0164,2026-01-31 00:00:00,676,,132,0,0,0,0,132
,020000001580,DESLAC LACTASE - GOTAS 15ML,0122,2025-09-30 00:00:00,553,,24,0,0,0,0,24
,020000001753,FINISIM 60 CAPS,0231,2026-01-31 00:00:00,676,,60,0,0,0,0,60
,020000004096,CONDRIGEN 30 COMP PACK #SAUDE,0855,2025-12-31 00:00:00,645,,168,0,0,0,0,168
,020000004436,DIMAG MDK D3 E K2-7 - 60 CAPS,0138,2026-02-28 00:00:00,704,,24,0,0,24,0,0
,020000005165,GLUTEZYM (PROTEASE)348.000 PPI C/20 CAP,0115,2026-02-28 00:00:00,704,,12,0,0,0,0,12
,,,,,,,,,,,,
015-011-04-01,Armazenagem,,332,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000000973,"COLAGENO HIDRO FEMME+VIT. A,C,D,E",0452,2025-12-31 00:00:00,645,,108,0,0,24,0,84
,020000004096,CONDRIGEN 30 COMP PACK #SAUDE,0855,2025-12-31 00:00:00,645,,212,0,0,0,0,212
,020000004903,DESLAC FLORA(LACTASE+LACTOBACILLUS)30COM,0107,2026-02-28 00:00:00,704,,12,0,0,0,0,12
,,,,,,,,,,,,
015-011-04-02,Armazenagem,,384,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000003531,CONDRIGEN ARTRO NEUTRO SACHE 10G,0169,2026-02-28 00:00:00,704,,384,0,0,0,0,384
,,,,,,,,,,,,
015-011-05-01,Armazenagem,,1600,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000102346,ALLEXOFEDRIN PED 6MG/ML SUSP   60ML,3N4538,2025-06-30 00:00:00,461,,1600,0,0,0,0,1600
,,,,,,,,,,,,
015-011-05-02,Armazenagem,,462,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000002211,MANTEIGA DE CACAU PROPOLIS ROLL ON C/20,256,2026-01-31 00:00:00,676,,132,0,0,0,0,132
,020000010201,AMOXICILINA SUSP 400MG (AM) 100ML,3M9273,2025-05-31 00:00:00,431,,150,0,0,0,0,150
,020000062678,PREDNISOLONA SOL ORAL 3MG/ML C/ 60ML,79727,2025-07-31 00:00:00,492,,120,0,0,0,0,120
,020000231959,CENEVIT ARG 1G+1G C/16 COMP EFERV,3B7436,2024-10-31 00:00:00,219,,60,0,0,0,0,60
,,,,,,,,,,,,
015-011-06-01,Armazenagem,,1632,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000232121,PREDINIS 20MG C/ 10COMP,3H9255,2025-01-31 00:00:00,311,,1632,0,0,192,0,1440
,,,,,,,,,,,,
015-011-06-02,Armazenagem,,372,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000001572,COLAGENO HIDRO 2EM1 SACHE SORTIDOS,0377,2025-10-31 00:00:00,584,,372,0,0,0,0,372
,,,,,,,,,,,,
015-011-07-01,Armazenagem,,202,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000001570,COLAGENO HIDRO 2EM1 SACHE ORIGINAL,0308,2025-10-31 00:00:00,584,,12,0,0,0,0,12
,020000010235,"CLORTALIDONA 12,5MG C/ 60COMP",3O2813,2025-06-30 00:00:00,461,,84,0,0,0,0,84
,020000010410,ACEBROFILINA INF 25MG 120ML,3Q9007,2025-08-31 00:00:00,523,,60,0,0,0,0,60
,020000101433,NARIDRIN AQUA 9MG/ML FR SPRAY 50ML,3S1753,2025-09-30 00:00:00,553,,25,0,0,0,0,25
,020000102604,"NARIDRIN LAVAGEM NASAL 30ENVX2,16G+FR240",3Q0450,2025-07-31 00:00:00,492,,21,0,0,0,0,21
,,,,,,,,,,,,
015-011-07-02,Armazenagem,.OLIVIO,1715,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000101001,APEVITIN BC XPE 240ML,3W5909,2026-01-31 00:00:00,676,,1715,0,0,0,0,1715
,,,,,,,,,,,,
015-013-04-01,Armazenagem,,783,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000101837,DIOVASES 450+50MG C/30 COM.REV.,3K6585,2024-10-31 00:00:00,219,,783,0,0,108,0,675
,,,,,,,,,,,,
015-013-04-02,Armazenagem,,7700,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000106011,NARIDRIN 12 HORAS FR C/30ML,3V5683,2026-11-30 00:00:00,979,,7700,0,0,0,0,7700
,,,,,,,,,,,,
015-013-05-01,Armazenagem,,1173,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000017079,ESOP 20MG C/ 28COMP,3E1328,2024-11-30 00:00:00,249,,56,0,0,0,0,56
,020000070831,CREATINA 300G,069784,2025-06-30 00:00:00,461,,12,0,0,0,0,12
,020000101433,NARIDRIN AQUA 9MG/ML FR SPRAY 50ML,3S1753,2025-09-30 00:00:00,553,,25,0,0,0,0,25
,020000102036,VITAFER 109MG C/ 50COMP,3V8686,2025-10-31 00:00:00,584,,600,0,0,600,0,0
,020000102322,"CLOPE 3,54MG/ML XPE 120ML",3R0303,2025-08-31 00:00:00,523,,60,0,0,0,0,60
,020000231225,IBUFLEX 100MG/ML SUSP ORAL C/ 30ML,3I7090,2025-03-31 00:00:00,370,,300,0,0,0,0,300
,020000232027,CANDERM 400MG (AM) C/ 20COMP,3V0294,2025-08-31 00:00:00,523,,60,0,0,0,0,60
,020000232484,EXPEC HEDRA 7MG/ML SOL ORAL C/ 100 ML-L,3I7107,2025-03-31 00:00:00,370,,60,0,0,0,0,60
,,,,,,,,,,,,
015-013-05-02,Armazenagem,,60,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000231225,IBUFLEX 100MG/ML SUSP ORAL C/ 30ML,3I7090,2025-03-31 00:00:00,370,,60,0,0,0,0,60
,,,,,,,,,,,,
015-013-06-01,Armazenagem,.OLIVIO,1435,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000101001,APEVITIN BC XPE 240ML,3W5909,2026-01-31 00:00:00,676,,1435,0,0,0,0,1435
,,,,,,,,,,,,
015-013-06-02,Armazenagem,,132,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000001753,FINISIM 60 CAPS,0227,2025-11-30 00:00:00,614,,12,0,0,0,0,12
,020000002293,VITAMINA E 400MG - C/ 60CAPS,0142,2025-10-31 00:00:00,584,,12,0,0,0,0,12
,020000003795,THERMO ACTIVE(PIMENT/GUAR/CIT.) # C/ 60C,0133,2025-11-30 00:00:00,614,,60,0,0,0,0,60
,020000003877,CONDRIGEN HA 30 CAPS,0135,2025-12-31 00:00:00,645,,36,0,0,0,0,36
,020000062593,MELATONINA + L-TRIPTOFANO C/90 CAPS,0120,2025-12-31 00:00:00,645,,12,0,0,0,0,12
,,,,,,,,,,,,
015-013-07-01,Armazenagem,,735,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000102604,"NARIDRIN LAVAGEM NASAL 30ENVX2,16G+FR240",3Q0450,2025-07-31 00:00:00,492,,735,0,0,0,0,735
,,,,,,,,,,,,
015-013-07-02,Armazenagem,,100,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000101819,SUPLEVIT MULHER C/ 60CAPS GEL,3J7540,2025-03-31 00:00:00,370,,100,0,0,0,0,100
,,,,,,,,,,,,
015-015-02-01,Armazenagem,,7700,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000106011,NARIDRIN 12 HORAS FR C/30ML,3S6234,2026-09-30 00:00:00,918,,7700,0,0,0,0,7700
,,,,,,,,,,,,
015-015-02-02,Armazenagem,,3300,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000102379,"POLAPIC 0,4MG/ML SOL OR 120ML",3F3721,2024-12-31 00:00:00,280,,3300,0,0,0,0,3300
,,,,,,,,,,,,
015-015-03-01,Armazenagem,,7700,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000106011,NARIDRIN 12 HORAS FR C/30ML,3V5683,2026-11-30 00:00:00,979,,7700,0,0,0,0,7700
,,,,,,,,,,,,
015-015-03-02,Armazenagem,,7700,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000106011,NARIDRIN 12 HORAS FR C/30ML,3S6234,2026-09-30 00:00:00,918,,7700,0,0,0,0,7700
,,,,,,,,,,,,
015-015-04-01,Armazenagem,,168,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000102261,DORICIN 2BLT C/12 COMPRIMIDOS-,3I9938,2025-02-28 00:00:00,339,,168,0,0,0,0,168
,,,,,,,,,,,,
015-015-04-02,Armazenagem,,3360,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000106007,OTOMIXYN  (AM) GOTAS FR C/5ML,3T5106,2025-10-31 00:00:00,584,,3360,0,0,0,0,3360
,,,,,,,,,,,,
015-015-05-01,Armazenagem,,450,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000010735,AMOX+CLAVUL POT SUSP 400MG (AM) 70ML,3N6033,2025-06-30 00:00:00,461,,450,0,0,0,0,450
,,,,,,,,,,,,
015-015-05-02,Armazenagem,,7700,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000106011,NARIDRIN 12 HORAS FR C/30ML,3R4533,2026-08-31 00:00:00,888,,7700,0,0,0,0,7700
,,,,,,,,,,,,
015-015-06-01,Armazenagem,,675,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000101819,SUPLEVIT MULHER C/ 60CAPS GEL,3O2890,2025-06-30 00:00:00,461,,675,0,0,0,0,675
,,,,,,,,,,,,
015-015-06-02,Armazenagem,,5300,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000106011,NARIDRIN 12 HORAS FR C/30ML,3R4533,2026-08-31 00:00:00,888,,5300,0,0,0,0,5300
,,,,,,,,,,,,
015-015-07-01,Armazenagem,,828,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000010201,AMOXICILINA SUSP 400MG (AM) 100ML,3M8848,2025-05-31 00:00:00,431,,300,0,0,0,0,300
,020000010579,ACETILCISTEINA 20MG/ML XPE 120ML,3P3709,2025-07-31 00:00:00,492,,60,0,0,0,0,60
,020000012694,DOMPERIDONA 10MG C/ 60COMP,3H9934,2024-12-31 00:00:00,280,,84,0,0,0,0,84
,020000102132,FLUITEINA 200 MG 16ENV 5G,2R3782,2024-07-31 00:00:00,127,,108,0,0,0,0,108
,020000106004,DORSPAN SOL ORAL C/ 20ML,3N4046,2025-06-30 00:00:00,461,,120,0,0,0,0,120
,020000231225,IBUFLEX 100MG/ML SUSP ORAL C/ 30ML,3I7091,2025-03-31 00:00:00,370,,120,0,0,0,0,120
,020000760031,OMEGATIVE AZ C/ 30CAPS GEL,748,2025-09-30 00:00:00,553,,36,0,0,0,0,36
,,,,,,,,,,,,
015-015-07-02,Armazenagem,,1020,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000064295,FISIOFORT BIS PREMIUM UN-DR TUB X 150GR,471,2026-02-28 00:00:00,704,,1020,0,0,72,0,948
,,,,,,,,,,,,
015-017-02-01,Armazenagem,,2920,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000060010,COMPRESSA NAO ADERENTE ESTERIL,125HB,2026-10-31 00:00:00,949,,2920,0,0,0,0,2920
,,,,,,,,,,,,
015-017-02-02,Armazenagem,,7700,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000106011,NARIDRIN 12 HORAS FR C/30ML,3V5683,2026-11-30 00:00:00,979,,7700,0,0,0,0,7700
,,,,,,,,,,,,
015-017-03-01,Armazenagem,,399,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000002293,VITAMINA E 400MG - C/ 60CAPS,0142,2025-10-31 00:00:00,584,,60,0,0,0,0,60
,020000063767,CURATIVO TRANSP EXTRA GRANDE 10 UND,REG23604,2028-05-31 00:00:00,1527,,72,0,0,0,0,72
,020000102296,"DESTADIN XPE 0,5MG/ML 100ML",3S9043,2025-10-31 00:00:00,584,,75,0,0,50,0,25
,020000232053,INFLALID C/12 COMP,3E5052,2024-11-30 00:00:00,249,,192,0,0,0,0,192
,,,,,,,,,,,,
015-017-03-02,Armazenagem,,2016,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000101175,INFRALAX C/ 15 COMP,3X2075,2025-11-30 00:00:00,614,,2016,0,0,0,0,2016
,,,,,,,,,,,,
015-017-04-01,Armazenagem,,768,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
