Cód.Produto,Descrição,Curva,Embal.,Qtde Venda,Qtde Acumulada,Perc.,Perc.Acumulada,Dias Pedido,Média por dia,Capacid.Apan.,Perc.Capacid.Apan.,Endereço Apanha,Tipo Ender.,Estoque (Unid.),Ativ.Ressupr.,Qtde Desvio Picking,Ender.Apan.Cx.Fech.,Estoque Cx.Fech. (Unid.),Ativ.Ressupr.Cx.Fech.,Estoque Armaz. (Unid.),Estoque Geral (Unid.)
20000010991.0,PIOGLITAZONA 45MG C/ 15COMP,B,1.0,526.0,5766185.0,0.008700000000000001,95.449,91.0,5.780200000000001,40.0,14.4505,01.995.024.16.02,Prateleira,30.0,4.0,41.0,01.016.039.01.01,100.0,3.0,0.0,130.0
20000014966.0,TADALAFILA 5MG C/ 30COMP,B,1.0,524.0,5766709.0,0.008700000000000001,95.4576,36.0,14.5556,45.0,32.345800000000004,01.995.018.18.08,Prateleira,0.0,15.0,50.0,01.014.014.02.02,0.0,6.0,0.0,0.0
20000011689.0,RIVAROXABANA 10 MG C/ 10COMP REV,B,1.0,524.0,5767233.0,0.008700000000000001,95.4663,82.0,6.3902,200.0,3.1951,00.199.501.96.03,Flowrack,154.0,9.0,86.0,01.016.012.01.02,240.0,6.0,60.0,454.0
20000014953.0,"DROSP+ETINEST 3MG+0,02MG 3 BLTX24 CPR",B,1.0,522.0,5767755.0,0.0086,95.47500000000001,88.0,5.9318,48.0,12.3579,01.995.020.47.02,Prateleira,58.0,11.0,91.0,01.014.040.01.01,96.0,12.0,0.0,154.0
20000061266.0,FD INF CAP BUMMIS TUBOS MEGA G 06X42,B,1.0,522.0,5768277.0,0.0086,95.48360000000001,126.0,4.1429,8.0,51.786300000000004,01.995.029.22.06,Prateleira,7.0,220.0,61.0,01.012.064.01.02,13.0,57.0,11652.0,11672.0
20000062423.0,OMEGA 3 POP 120CPS 1G ADA,B,1.0,514.0,5768791.0,0.0085,95.49210000000001,81.0,6.3457,15.0,42.304700000000004,01.995.023.22.05,Prateleira,0.0,82.0,0.0,,0.0,27.0,0.0,0.0
20000016256.0,ACICLOVIR CREME 50MG/G 10GR,B,1.0,511.0,5769302.0,0.0085,95.5006,70.0,7.3,27.0,27.037000000000003,01.995.022.23.07,Prateleira,0.0,48.0,35.0,01.017.024.01.01,0.0,7.0,0.0,0.0
20000014304.0,"LOSARTANA+HCT 50/12,5MG 30CP",B,1.0,508.0,5769810.0,0.008400000000000001,95.509,43.0,11.814,48.0,24.6125,01.995.022.10.02,Prateleira,81.0,9.0,70.0,01.015.003.01.02,192.0,8.0,0.0,273.0
20000012208.0,ENALAPRIL 5MG 30CP,B,1.0,508.0,5770318.0,0.008400000000000001,95.51740000000001,61.0,8.3279,48.0,17.349800000000002,01.995.022.53.06,Prateleira,6.0,9.0,27.0,01.016.027.01.02,0.0,8.0,0.0,6.0
20000012329.0,ESPIRONOLACTONA 50MG 30COMP,B,1.0,507.0,5770825.0,0.008400000000000001,95.5258,36.0,14.083300000000001,48.0,29.340200000000003,01.995.009.01.00,Flowrack,0.0,9.0,44.0,01.016.035.01.02,0.0,6.0,0.0,0.0
20000029351.0,ALENDRONATO DE SODIO 70MG C/ 4COMP,B,1.0,506.0,5771331.0,0.008400000000000001,95.5342,48.0,10.5417,60.0,17.5695,01.995.018.18.03,Prateleira,0.0,8.0,7.0,01.017.005.01.02,0.0,7.0,0.0,0.0
20000014468.0,ATENOLOL+CLORT 100/25MG C/ 30CP,B,1.0,506.0,5771837.0,0.008400000000000001,95.5425,105.0,4.819,30.0,16.0633,01.995.020.49.02,Prateleira,14.0,13.0,64.0,01.017.034.01.01,56.0,8.0,56.0,126.0
20000010118.0,OMEPRAZOL 10MG C/ 14CAPS,B,1.0,502.0,5772339.0,0.0083,95.55080000000001,58.0,8.6552,120.0,7.212700000000001,01.995.026.45.08,Prateleira,106.0,6.0,85.0,01.016.034.01.02,0.0,6.0,0.0,106.0
20006112015.0,MULTISORO ADULTO 30ML MULTILAB,B,1.0,500.0,5772839.0,0.0083,95.5591,17.0,29.411800000000003,30.0,98.03930000000001,01.995.022.49.05,Prateleira,0.0,5.0,0.0,01.016.021.01.01,0.0,12.0,0.0,0.0
20000012518.0,BROMOPRIDA 4MG/ML SOL 20ML,B,1.0,496.0,5773335.0,0.0082,95.5673,45.0,11.0222,50.0,22.0444,01.995.025.14.01,Prateleira,23.0,5.0,33.0,01.016.007.01.01,0.0,4.0,0.0,23.0
20000010533.0,GABAPENTINA 400MG (C1)** C/ 30CAPS,B,1.0,496.0,5773831.0,0.0082,95.5755,83.0,5.9759,112.0,5.3356,01.995.011.07.02,Flowrack,23.0,4.0,35.0,02.018.005.01.02,56.0,5.0,0.0,79.0
20000010137.0,BES ANLODIPINO 10MG C/ 30COMP,B,1.0,495.0,5774326.0,0.0082,95.58370000000001,69.0,7.173900000000001,50.0,14.347800000000001,01.995.028.12.06,Prateleira,44.0,8.0,38.0,01.017.018.00.01,64.0,6.0,0.0,108.0
20000687803.0,"DICLOF DIETILAMONIO 11,6MG/G BIS 60G",B,1.0,493.0,5774819.0,0.0082,95.59190000000001,54.0,9.1296,25.0,36.5184,01.995.027.49.04,Prateleira,3.0,7.0,17.0,01.016.021.01.01,0.0,5.0,0.0,3.0
20000012511.0,ACETILCISTEINA 20MG/ML XPE 120ML,B,1.0,492.0,5775311.0,0.0081,95.60000000000001,7.0,70.2857,120.0,58.571400000000004,01.995.024.47.01,Prateleira,0.0,13.0,51.0,01.016.008.01.01,0.0,7.0,0.0,0.0
20000011013.0,CETOCONAZOL 200MG C/ 30COMP,B,1.0,486.0,5775797.0,0.008,95.60810000000001,111.0,4.3784,60.0,7.297300000000001,01.995.026.53.04,Prateleira,0.0,7.0,51.0,01.016.003.01.02,0.0,7.0,0.0,0.0
20000012141.0,PENTOXIFILINA 400MG C/ 20COMP,B,1.0,483.0,5776280.0,0.008,95.6161,53.0,9.1132,55.0,16.5695,01.995.021.47.08,Prateleira,63.0,13.0,17.0,01.016.021.01.02,0.0,7.0,0.0,63.0
20000010003.0,AMPICILINA 500MG C/ 24COMP GEN,B,1.0,483.0,5776763.0,0.008,95.6241,93.0,5.1935,96.0,5.4099,00.199.502.92.02,Flowrack,76.0,7.0,56.0,01.016.019.01.01,0.0,5.0,0.0,76.0
20000010522.0,TOPIRAMATO 50MG 60CP (C1)** GEN,B,1.0,482.0,5777245.0,0.008,95.63210000000001,96.0,5.0208,168.0,2.9886,01.995.011.07.05,Flowrack,26.0,6.0,42.0,02.018.005.01.02,0.0,6.0,0.0,26.0
20000012528.0,PARACETAMOL CRIANCA SUSP 60ML,B,1.0,480.0,5777725.0,0.0079,95.64,14.0,34.2857,30.0,114.2857,01.995.025.55.06,Prateleira,0.0,29.0,28.0,01.017.022.01.01,0.0,7.0,0.0,0.0
20000063309.0,ROSUVASTATINA CALCICA 20MG C/ 30COMP,B,1.0,480.0,5778205.0,0.0079,95.6479,47.0,10.2128,28.0,36.4743,01.995.026.26.02,Prateleira,0.0,39.0,21.0,01.017.018.01.01,0.0,3.0,0.0,0.0
20000300030.0,DEXAVISON (AM) COLIRIO 5ML,B,1.0,473.0,5778678.0,0.0078000000000000005,95.6558,49.0,9.6531,18.0,53.6283,01.995.024.25.03,Prateleira,20.0,4.0,18.0,01.016.023.01.01,100.0,3.0,0.0,120.0
20000060763.0,AG FRALDAS VIC BABY M C/ 1 UN,B,1.0,472.0,5779150.0,0.0078000000000000005,95.6636,61.0,7.7377,91.0,8.503,00.199.501.74.04,Flowrack,87.0,22.0,32.0,01.010.002.02.01,86.0,4.0,0.0,173.0
20000016053.0,DIPIRONA MONOID. 500MG 3BLTC10COMP -,B,1.0,469.0,5779619.0,0.0078000000000000005,95.6713,30.0,15.6333,50.0,31.2666,01.995.020.10.01,Prateleira,0.0,17.0,17.0,,0.0,5.0,0.0,0.0
20000010836.0,BISSULFATO CLOPIDOGREL 75MG C/ 28COMP,B,1.0,469.0,5780088.0,0.0078000000000000005,95.6791,38.0,12.3421,224.0,5.5099,00.199.502.55.01,Flowrack,71.0,6.0,39.0,01.016.025.01.02,0.0,7.0,0.0,71.0
20000014205.0,MESILATO DOXAZOSINA 2MG 30CP,B,1.0,467.0,5780555.0,0.0077,95.6868,86.0,5.4302,60.0,9.0503,01.995.024.51.02,Prateleira,74.0,5.0,47.0,01.016.005.01.02,0.0,5.0,0.0,74.0
20000060054.0,COMPRESSA DE GAZE 11 FIOS UND C/5,B,1.0,460.0,5781015.0,0.0076,95.6945,8.0,57.5,0.0,0.0,,Prateleira,0.0,7.0,0.0,01.017.003.01.01,0.0,0.0,0.0,0.0
20000062495.0,IMUFORT 30 CAPS,B,1.0,459.0,5781474.0,0.0076,95.7021,10.0,45.9,100.0,45.9,01.995.019.37.04,Prateleira,0.0,16.0,0.0,01.010.010.02.02,0.0,3.0,0.0,0.0
20000440484.0,TYLEMAX 200MG/ML C/ 15ML,B,1.0,459.0,5781933.0,0.0076,95.7097,30.0,15.3,60.0,25.5,01.995.023.10.02,Prateleira,27.0,15.0,75.0,01.017.024.00.01,115.0,3.0,0.0,142.0
20000001794.0,FIO DENTAL POCKET FLOSS 25 M,B,1.0,459.0,5782392.0,0.0076,95.7172,51.0,9.0,50.0,18.0,01.995.025.22.03,Prateleira,68.0,12.0,36.0,01.010.020.02.01,72.0,7.0,0.0,140.0
20000101340.0,SOLLEVARE 50MG C/ 04COMP,B,1.0,457.0,5782849.0,0.0076,95.7248,34.0,13.4412,60.0,22.402,01.995.026.57.01,Prateleira,0.0,20.0,4.0,01.017.027.01.02,0.0,5.0,0.0,0.0
20000610272.0,BISALAX 5MG C/20 DRG,B,1.0,456.0,5783305.0,0.007500000000000001,95.7324,17.0,26.823500000000003,60.0,44.7058,01.995.021.45.03,Prateleira,0.0,9.0,6.0,01.016.043.01.02,0.0,2.0,0.0,0.0
20000062661.0,BELSPAN CX 20 CP,B,1.0,456.0,5783761.0,0.007500000000000001,95.7399,36.0,12.6667,40.0,31.666800000000002,01.995.019.10.03,Prateleira,0.0,22.0,42.0,01.017.034.01.01,0.0,2.0,0.0,0.0
20000062344.0,TOALHAS UMED PURO AMOR 50 UND,B,1.0,456.0,5784217.0,0.007500000000000001,95.7475,50.0,9.120000000000001,15.0,60.800000000000004,01.995.022.55.02,Prateleira,33.0,43.0,25.0,01.018.017.00.01,192.0,13.0,336.0,561.0
20000690101.0,DUCODIL 5MG C/20 COMP REV,B,1.0,455.0,5784672.0,0.007500000000000001,95.75500000000001,42.0,10.833300000000001,200.0,5.4167000000000005,01.995.009.01.00,Flowrack,0.0,2.0,8.0,01.016.011.01.01,0.0,2.0,0.0,0.0
20000012495.0,DIPIRONA SOD 20ML,B,1.0,454.0,5785126.0,0.007500000000000001,95.7625,21.0,21.619,54.0,40.0352,01.995.027.12.05,Prateleira,0.0,17.0,36.0,01.016.006.01.02,0.0,3.0,0.0,0.0
20000062486.0,AG FRALDA PANTS BUMMIS TUBOS G C/2,B,1.0,454.0,5785580.0,0.007500000000000001,95.77,82.0,5.5366,36.0,15.3794,00.199.501.72.02,Flowrack,5.0,38.0,38.0,01.010.002.02.01,0.0,12.0,0.0,5.0
20000566382.0,TANDENE C/ 30COMP,B,1.0,447.0,5786027.0,0.0074,95.7774,81.0,5.5185,10.0,55.185,01.995.025.14.06,Prateleira,10.0,43.0,32.0,01.010.030.02.02,3.0,2.0,0.0,13.0
20000061268.0,FD INF CAP BUMMIS TUBOS MEGA XXG 06X36,B,1.0,447.0,5786474.0,0.0074,95.7848,112.0,3.9911000000000003,8.0,49.8888,01.995.029.10.08,Prateleira,7.0,179.0,68.0,01.012.062.01.02,15.0,40.0,12132.0,12154.0
20000021003.0,DIPIRONA SOD 20ML NQ,B,1.0,445.0,5786919.0,0.0074,95.79220000000001,25.0,17.8,50.0,35.6,01.995.019.14.08,Prateleira,0.0,19.0,0.0,,0.0,3.0,0.0,0.0
20000011582.0,"CLOR TANSULOSINA 0,4MG C/ 60",B,1.0,445.0,5787364.0,0.0074,95.7996,37.0,12.027000000000001,40.0,30.067500000000003,00.199.502.52.02,Flowrack,64.0,7.0,35.0,01.015.035.01.01,40.0,5.0,0.0,104.0
20000062499.0,IMUNO 550MG 30 CPS,B,1.0,443.0,5787807.0,0.0073,95.8069,27.0,16.4074,50.0,32.8148,01.995.019.18.04,Prateleira,0.0,30.0,8.0,01.010.010.02.01,0.0,8.0,0.0,0.0
20000001100.0,"REVOLUTION 6% 1TUBOX0,25ML ATE 2,5KG",B,1.0,442.0,5788249.0,0.0073,95.8142,64.0,6.906300000000001,100.0,6.906300000000001,00.199.501.51.01,Flowrack,22.0,22.0,0.0,,0.0,24.0,0.0,22.0
20000108004.0,EMSGRIP LIMAO MEL CHA 50 SACHET EMS,B,1.0,441.0,5788690.0,0.0073,95.8215,6.0,73.5,232.0,31.681,01.995.027.51.04,Prateleira,0.0,3.0,0.0,01.017.007.01.01,0.0,1.0,0.0,0.0
20000028014.0,ALPRAZOLAM 1MG C/30CP (B1)**NQ,B,1.0,441.0,5789131.0,0.0073,95.8288,27.0,16.3333,60.0,27.2222,01.995.010.16.05,Prateleira,0.0,4.0,0.0,02.018.002.01.02,0.0,2.0,0.0,0.0
20000010435.0,GLIMEPIRIDA 2MG 30COMP,B,1.0,440.0,5789571.0,0.0073,95.8361,52.0,8.461500000000001,240.0,3.5256000000000003,00.199.502.47.05,Flowrack,0.0,6.0,86.0,01.016.003.01.01,0.0,6.0,0.0,0.0
20000063303.0,PANTOPRAZOL 20MG C/ 28COMP,B,1.0,440.0,5790011.0,0.0073,95.8434,57.0,7.7193000000000005,20.0,38.5965,01.995.023.16.05,Prateleira,20.0,28.0,21.0,01.017.011.01.01,24.0,4.0,0.0,44.0
20000063290.0,BROMOPRIDA 4MG/ML SOL 20ML,B,1.0,438.0,5790449.0,0.0073,95.8506,35.0,12.5143,80.0,15.642900000000001,01.995.023.55.03,Prateleira,12.0,3.0,13.0,01.016.013.01.01,0.0,3.0,0.0,12.0
20000001062.0,ESCOVA DENTAL POWERDENT LIGHT TOTAL,B,1.0,438.0,5790887.0,0.0073,95.8579,46.0,9.521700000000001,24.0,39.6738,01.995.020.57.08,Prateleira,81.0,5.0,23.0,01.016.009.01.02,0.0,5.0,0.0,81.0
20000231088.0,ACECLO - GRAN 100MG C/12COMP,B,1.0,438.0,5791325.0,0.0073,95.8651,58.0,7.5517,1.0,755.17,01.995.009.01.00,Flowrack,29.0,9.0,40.0,01.018.026.01.01,480.0,15.0,0.0,509.0
20000001095.0,FIO DENTAL POWER CLASS 125 M,B,1.0,438.0,5791763.0,0.0073,95.8724,75.0,5.84,33.0,17.697,01.995.023.42.03,Prateleira,24.0,18.0,42.0,01.016.011.01.02,55.0,10.0,0.0,79.0
20000062629.0,ALGY-FLANDERIL 300MG COM C/ 2X10,B,1.0,436.0,5792199.0,0.007200000000000001,95.87960000000001,25.0,17.44,50.0,34.88,01.995.020.51.07,Prateleira,22.0,24.0,5.0,01.016.012.01.01,0.0,7.0,0.0,22.0
20000029971.0,AMOXICILINA 875MG 2BLT X 7 CPR REV NQ,B,1.0,436.0,5792635.0,0.007200000000000001,95.88680000000001,26.0,16.7692,50.0,33.5384,01.995.009.01.00,Flowrack,0.0,8.0,0.0,01.016.014.01.02,0.0,8.0,0.0,0.0
20000011725.0,TRIMEBUTINA MAL 200MG C/ 30CAPS MO,B,1.0,431.0,5793066.0,0.0071,95.8939,68.0,6.3382000000000005,30.0,21.1273,01.995.021.16.01,Prateleira,11.0,20.0,63.0,01.017.030.01.01,22.0,6.0,0.0,33.0
20000010528.0,LEVOFLOXACINO 500MG C/ 7COMP GEN,B,1.0,430.0,5793496.0,0.0071,95.9011,38.0,11.315800000000001,400.0,2.829,00.199.502.08.05,Flowrack,0.0,3.0,0.0,01.015.037.01.01,0.0,3.0,0.0,0.0
20000014555.0,HIDROQUINONA 40MG/G CREME 30G,B,1.0,429.0,5793925.0,0.0071,95.90820000000001,95.0,4.5158000000000005,30.0,15.052700000000002,01.995.026.16.04,Prateleira,48.0,11.0,83.0,01.016.023.01.01,0.0,11.0,0.0,48.0
20000062989.0,ABS NAT GEL MAIS C/ABA (20X24),B,1.0,428.0,5794353.0,0.0071,95.9152,58.0,7.379300000000001,20.0,36.8965,00.199.501.64.03,Flowrack,20.0,60.0,16.0,01.012.060.02.01,74.0,21.0,760.0,854.0
20000760018.0,PURE MAGNESIO P.A C/ 60CPR,B,1.0,428.0,5794781.0,0.0071,95.9223,74.0,5.7838,24.0,24.0992,01.995.009.01.00,Flowrack,0.0,17.0,15.0,01.010.020.02.01,0.0,9.0,0.0,0.0
20000061254.0,FD INF CAP BUMMIS TUBOS JUMBINHO P 12X24,B,1.0,428.0,5795209.0,0.0071,95.9294,85.0,5.0353,12.0,41.9608,01.995.029.57.02,Prateleira,0.0,98.0,44.0,01.012.062.01.01,0.0,115.0,0.0,0.0
20000231299.0,VYTINAL C/ 30COMP REV,B,1.0,427.0,5795636.0,0.0071,95.93650000000001,37.0,11.5405,20.0,57.7025,01.995.025.16.04,Prateleira,1.0,21.0,29.0,01.017.023.01.01,0.0,3.0,0.0,1.0
20000011571.0,CILOSTAZOL 100MG 30 CPR - EMS GEN,B,1.0,426.0,5796062.0,0.0071,95.9435,40.0,10.65,48.0,22.1875,01.995.024.10.02,Prateleira,34.0,8.0,91.0,01.017.024.01.01,48.0,9.0,144.0,226.0
20000306029.0,IBUPRIL 400MG C/10 CAPS TEUTO-FARMA,B,1.0,425.0,5796487.0,0.007,95.95060000000001,44.0,9.6591,54.0,17.8872,01.995.021.57.07,Prateleira,40.0,26.0,17.0,01.016.006.01.01,41.0,3.0,0.0,81.0
20000062471.0,TAPETE HIGIENICO PET CHOICE 80X60 PCT 30,B,1.0,425.0,5796912.0,0.007,95.9576,72.0,5.9028,7.0,84.3257,01.995.029.90.15,Ponta Gondola,0.0,176.0,0.0,,0.0,48.0,0.0,0.0
20000010136.0,BES ANLODIPINO 5MG C/ 30COMP,B,1.0,423.0,5797335.0,0.007,95.9646,37.0,11.432400000000001,90.0,12.7027,01.995.026.57.02,Prateleira,81.0,6.0,45.0,01.015.019.01.02,0.0,6.0,0.0,81.0
20000011569.0,CILOSTAZOL 50MG 30 CPR - EMS GEN,B,1.0,423.0,5797758.0,0.007,95.97160000000001,37.0,11.432400000000001,48.0,23.817500000000003,01.995.019.27.07,Prateleira,66.0,19.0,102.0,01.017.018.01.01,28.0,10.0,0.0,94.0
20000010665.0,LEVOFLOXACINO 500MG C/ 3COMP,B,1.0,421.0,5798179.0,0.007,95.9786,52.0,8.0962,49.0,16.5229,01.995.027.16.01,Prateleira,0.0,7.0,0.0,01.016.023.01.02,0.0,5.0,0.0,0.0
20000012516.0,FUROATO MOMETASONA CR 20G,B,1.0,421.0,5798600.0,0.007,95.9855,77.0,5.4675,48.0,11.390600000000001,01.995.024.16.04,Prateleira,0.0,23.0,49.0,01.016.010.01.02,0.0,6.0,0.0,0.0
20000060025.0,CICATRISAN SPRAY ANTISSEPTICO 45ML,B,1.0,420.0,5799020.0,0.007,95.9925,59.0,7.118600000000001,35.0,20.338900000000002,01.995.023.57.03,Prateleira,20.0,12.0,20.0,01.016.009.01.01,48.0,8.0,32.0,100.0
20000014242.0,MESALAZINA 800MG C/ 30CP,B,1.0,420.0,5799440.0,0.007,95.99940000000001,72.0,5.8333,0.0,0.0,,Prateleira,0.0,7.0,39.0,01.014.020.02.02,0.0,5.0,0.0,0.0
20000021021.0,ALBENDAZOL SUSPENSAO 10ML NQ,B,1.0,419.0,5799859.0,0.006900000000000001,96.0064,35.0,11.971400000000001,60.0,19.9523,01.995.019.16.01,Prateleira,0.0,11.0,0.0,01.016.012.01.02,0.0,2.0,0.0,0.0
20000102441.0,VIDYN D3 2000UI C/ 30CAP SUPL ALIM -,B,1.0,419.0,5800278.0,0.006900000000000001,96.0133,85.0,4.9294,20.0,24.647000000000002,01.995.027.45.08,Prateleira,0.0,50.0,12.0,01.015.009.01.01,0.0,11.0,0.0,0.0
20000760400.0,MERTHICORT SOL FR 45 ML SPRAY,B,1.0,417.0,5800695.0,0.006900000000000001,96.0202,62.0,6.7258000000000004,30.0,22.4193,01.995.026.51.07,Prateleira,24.0,33.0,18.0,01.010.018.02.02,22.0,4.0,180.0,226.0
20000001163.0,"SIMPARIC 40MG 1 COMP 10,1-20KG",B,1.0,417.0,5801112.0,0.006900000000000001,96.0271,74.0,5.6351,180.0,3.1306000000000003,00.199.501.52.04,Flowrack,0.0,6.0,0.0,,0.0,6.0,0.0,0.0
20000867131.0,RIALCOOL 70% ANTI-SEPTICO 50ML,B,1.0,415.0,5801527.0,0.006900000000000001,96.034,26.0,15.961500000000001,70.0,22.8021,01.995.028.25.06,Prateleira,0.0,15.0,1.0,01.012.064.02.02,0.0,4.0,0.0,0.0
20000010436.0,GLIMEPIRIDA 4MG 30COMP,B,1.0,415.0,5801942.0,0.006900000000000001,96.04090000000001,54.0,7.6852,300.0,2.5617,00.199.502.51.05,Flowrack,114.0,4.0,57.0,01.014.032.02.01,0.0,4.0,0.0,114.0
20000002298.0,ASCORVIT-C 1G VITAMINA C + ZINCO 60 CPS,B,1.0,415.0,5802357.0,0.006900000000000001,96.0477,77.0,5.389600000000001,36.0,14.9711,01.995.027.53.02,Prateleira,30.0,23.0,21.0,01.010.038.02.01,96.0,16.0,0.0,126.0
20000012756.0,AMITRIPTILINA CLOR 25MG (C1)** C/ 30COMP,B,1.0,411.0,5802768.0,0.0068000000000000005,96.0545,51.0,8.0588,84.0,9.5938,01.995.010.22.04,Prateleira,9.0,4.0,18.0,02.018.003.01.01,0.0,3.0,0.0,9.0
20000000478.0,B&T HYDRA SHAM NEUTRALIZ DE ODOR 5L(1:10,B,1.0,410.0,5803178.0,0.0068000000000000005,96.0613,73.0,5.6164000000000005,12.0,46.8033,01.995.015.90.08,Ponta Gondola,0.0,72.0,0.0,,0.0,53.0,0.0,0.0
20000011217.0,ESOMEPRAZOL MAGNESIO 40MG 2BLTX7 CPR GEN,B,1.0,409.0,5803587.0,0.0068000000000000005,96.0681,76.0,5.381600000000001,48.0,11.2117,01.995.023.51.04,Prateleira,26.0,8.0,33.0,01.016.021.01.02,0.0,6.0,0.0,26.0
20000061267.0,FD INF CAP BUMMIS TUBOS MEGA EG 06X38,B,1.0,407.0,5803994.0,0.0067,96.07480000000001,107.0,3.8037,6.0,63.395,01.995.029.57.08,Prateleira,6.0,168.0,51.0,01.010.032.01.02,21.0,44.0,10452.0,10479.0
20000012207.0,ENALAPRIL 20MG 30CP,B,1.0,406.0,5804400.0,0.0067,96.08160000000001,55.0,7.3818,48.0,15.3788,01.995.022.51.06,Prateleira,74.0,10.0,20.0,01.015.033.01.01,0.0,9.0,0.0,74.0
20000062503.0,TESTO 500MG 60 CAPS,B,1.0,405.0,5804805.0,0.0067,96.0883,40.0,10.125,25.0,40.5,01.995.019.16.05,Prateleira,0.0,41.0,3.0,01.010.008.02.02,0.0,8.0,0.0,0.0
20000061737.0,ARTICULAM ULTRA 30 CAPS KRESS,B,1.0,403.0,5805208.0,0.0067,96.09490000000001,30.0,13.433300000000001,25.0,53.733200000000004,01.995.025.16.08,Prateleira,0.0,13.0,0.0,01.010.016.02.02,0.0,3.0,0.0,0.0
20000011967.0,ACIDO URSODESOXICOLICO 150MG C/ 30COMP,B,1.0,403.0,5805611.0,0.0067,96.1016,90.0,4.4778,48.0,9.328800000000001,01.995.019.55.05,Prateleira,40.0,29.0,62.0,01.016.041.01.01,39.0,7.0,0.0,79.0
20000012735.0,TOBRAMICINA 3MG/ML (AM) SOL OFT C/ 5ML,B,1.0,402.0,5806013.0,0.0067,96.1083,30.0,13.4,100.0,13.4,01.995.025.57.04,Prateleira,0.0,4.0,9.0,01.016.033.01.02,0.0,4.0,0.0,0.0
20000062624.0,SCAFLOGIN 100MG C/ 12COMP,B,1.0,400.0,5806413.0,0.0066,96.1149,4.0,100.0,200.0,50.0,01.995.009.01.00,Flowrack,0.0,2.0,5.0,01.016.025.01.01,0.0,3.0,0.0,0.0
20000063342.0,LORATADINA 10 MG COMP 1 BL X 12 CIMED,B,1.0,400.0,5806813.0,0.0066,96.1215,21.0,19.0476,40.0,47.619,01.995.019.24.05,Prateleira,0.0,17.0,10.0,01.017.019.01.02,0.0,2.0,0.0,0.0
20000692273.0,BEPANTRIZ DERMA CREME BISN 20G CIMED,B,1.0,400.0,5807213.0,0.0066,96.1281,30.0,13.333300000000001,55.0,24.2424,01.995.023.38.03,Prateleira,0.0,17.0,0.0,,0.0,2.0,0.0,0.0
20000063294.0,CICLOBENZAPRINA 5MG 1BLX30 CIMED,B,1.0,400.0,5807613.0,0.0066,96.13470000000001,50.0,8.0,200.0,4.0,01.995.009.01.00,Flowrack,0.0,2.0,6.0,01.016.021.01.01,0.0,2.0,0.0,0.0
20000012724.0,BROMETO IPRATROPIO 20ML SOL INAL,B,1.0,399.0,5808012.0,0.0066,96.1413,20.0,19.95,100.0,19.95,01.995.026.47.01,Prateleira,0.0,4.0,12.0,01.016.034.01.01,0.0,4.0,0.0,0.0
20000040032.0,LOSARTANA POT. 50MG C/30 COM.REV.-MLB,B,1.0,399.0,5808411.0,0.0066,96.1479,22.0,18.136400000000002,30.0,60.4547,01.995.019.24.01,Prateleira,30.0,12.0,7.0,01.016.009.01.01,92.0,8.0,0.0,122.0
20000662238.0,FLORENT 200MG C/4ENV,B,1.0,399.0,5808810.0,0.0066,96.1546,54.0,7.3889000000000005,100.0,7.3889000000000005,01.995.009.01.00,Flowrack,0.0,4.0,31.0,01.016.023.01.01,0.0,3.0,0.0,0.0
20000004096.0,CONDRIGEN 30 COMP PACK #SAUDE,B,1.0,399.0,5809209.0,0.0066,96.16120000000001,109.0,3.6606,11.0,33.2782,01.995.023.49.08,Prateleira,9.0,162.0,72.0,01.012.050.02.01,12.0,95.0,16.0,37.0
20000314053.0,PROMETAZINA 25MG C/ 20COMP REV,B,1.0,398.0,5809607.0,0.0066,96.16770000000001,43.0,9.2558,50.0,18.5116,01.995.021.20.01,Prateleira,41.0,18.0,17.0,01.014.042.01.02,11.0,4.0,0.0,52.0
20000690060.0,"CIFLOGEX SPRAY MEL 1,5MG/ML 30ML CIMED",B,1.0,397.0,5810004.0,0.0066,96.1743,30.0,13.2333,30.0,44.111000000000004,01.995.023.53.06,Prateleira,0.0,36.0,0.0,01.016.012.01.01,0.0,2.0,0.0,0.0
20000014166.0,"DESONIDA 0,5MG CREME 30GR",B,1.0,397.0,5810401.0,0.0066,96.18090000000001,57.0,6.9649,42.0,16.5831,01.995.021.57.08,Prateleira,0.0,67.0,69.0,01.016.008.01.01,0.0,6.0,0.0,0.0
20000062392.0,NOBIVAC RAIVA*,B,1.0,395.0,5810796.0,0.006500000000000001,96.18740000000001,21.0,18.8095,0.0,0.0,,Prateleira,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
20000600096.0,CLINDAMICINA 300MG (AM) C/ 16CAP,B,1.0,395.0,5811191.0,0.006500000000000001,96.194,45.0,8.777800000000001,60.0,14.629700000000001,01.995.021.18.03,Prateleira,0.0,18.0,87.0,01.010.032.02.01,123.0,1.0,0.0,183.0
20000019026.0,"COLCHICINA 0,5MG 30CPRS",B,1.0,393.0,5811584.0,0.006500000000000001,96.2005,64.0,6.1406,0.0,0.0,,Prateleira,0.0,7.0,0.0,,0.0,2.0,0.0,0.0
20000012128.0,ATENOLOL 25MG C/ 30COMP,B,1.0,392.0,5811976.0,0.006500000000000001,96.20700000000001,29.0,13.5172,84.0,16.091900000000003,01.995.022.14.06,Prateleira,0.0,4.0,82.0,01.016.003.01.02,0.0,4.0,0.0,0.0
