Código,Descrição,Curva Frac,Curva Cx,Curva Geral,Qtde Venda Frac,Qtde Venda Cx,Qtde Venda Geral,Dias Pedido Frac,Dias Pedido Cx,Dias Pedido Geral,Ativ.Ressupr.Frac,Ativ.Ressupr.Cx,Ativ.Ressupr.Geral,Média por dia frac,Média por dia cx,Média por dia geral,Estoque Armaz.,Ender.Cx.Fech.,Estoque Cx,Capacidade Cx,Embal.,Estoque Frac,Capacidade Frac,Permite Frac.,Ender.Frac.,Tipo,Qtde Desvio Picking,local
61266.0,FD INF CAP BUMMIS TUBOS MEGA G 06X42,C,A,A,51.0,1000.0,6051.0,16.0,88.0,88.0,25.0,4.0,25.0,3.1875,11.3636,68.76140000000001,744.0,018-025-01-01,8 (+4 fr),3.0,6.0,5.0,6.0,Sim,29.572,Prateleira,15.0,fd
64477.0,TOALHAS UMED PURO AMOR RECEM NASC C/100,C,A,B,51.0,25.0,251.0,14.0,10.0,19.0,14.0,14.0,14.0,3.6429,2.5,13.210500000000001,0.0,016-014-01-01,0 (+1 fr),5.0,8.0,2.0,8.0,Sim,27.454,Prateleira,12.0,apanha_c
64354.0,KIT DE HIGIENE ORAL VIAGEM SOS,C,C,C,51.0,1.0,63.0,12.0,1.0,12.0,4.0,3.0,4.0,4.25,1.0,5.25,0.0,016-014-01-01,1,2.0,12.0,12.0,12.0,Não,23.517,Prateleira,9.0,apanha_c
63928.0,GLUTAMAX 30 SACHES 5G,C,C,C,51.0,0.0,51.0,25.0,0.0,25.0,8.0,5.0,8.0,2.04,0.0,2.04,0.0,017-005-01-01,2,2.0,6.0,4.0,6.0,Não,24.328,Prateleira,26.0,apanha_c
4467.0,OLEO DE SEMENTE DE ABÓBORA+VIT. E 60 CPS,C,,C,51.0,,51.0,23.0,,23.0,6.0,,6.0,2.2174,,2.2174,0.0,016-040-01-02,0 (+5 fr),1.0,12.0,5.0,12.0,Sim,26.203,Prateleira,20.0,apanha_c
64913.0,MIRTAZAPINA 15MG (C1)** C/ 30COMP ORODIS,C,C,C,51.0,0.0,51.0,18.0,0.0,18.0,1.0,1.0,1.0,2.8333,0.0,2.8333,0.0,018-008-01-01,3,2.0,60.0,9.0,60.0,Não,11.242,Prateleira,17.0,controlado
3000032.0,BERITIN KIDS XPE 240 ML,C,C,C,51.0,0.0,51.0,16.0,0.0,16.0,12.0,3.0,12.0,3.1875,0.0,3.1875,23.0,017-036-00-02,0 (+11 fr),1.0,20.0,0.0,10.0,Sim,27.126,Prateleira,17.0,apanha_c
62253.0,OLEO CORPORAL DE AMÊNDOAS  LAVANDA 100ML,C,C,C,51.0,0.0,51.0,16.0,0.0,16.0,4.0,1.0,4.0,3.1875,0.0,3.1875,0.0,017-029-01-01,0,4.0,12.0,15.0,12.0,Não,21.704,Prateleira,20.0,apanha_c
135616.0,DEXCL+BETA XPE 120ML,C,,C,51.0,,51.0,13.0,,13.0,2.0,,2.0,3.9231000000000003,,3.9231000000000003,0.0,014-026-01-01,0,5.0,60.0,0.0,0.0,Sim,nan,,31.0,apanha_a
14772.0,DIAZEPAM 5MG (B1)** C/ 30COMP,C,,C,51.0,,51.0,12.0,,12.0,1.0,,1.0,4.25,,4.25,0.0,018-006-02-02,0,2.0,84.0,75.0,84.0,Não,11.506,Prateleira,9.0,
16245.0,OLANZAPINA (C1)** 5MG C/ 30COMP REV,C,,C,51.0,,51.0,11.0,,11.0,1.0,,1.0,4.6364,,4.6364,0.0,018-001-01-02,0,1.0,48.0,0.0,48.0,Não,10.544,Prateleira,16.0,controlado
64923.0,BROMEXINA XPE INF 120ML,C,C,C,51.0,0.0,51.0,7.0,0.0,7.0,1.0,0.0,1.0,7.2857,0.0,7.2857,0.0,017-024-01-01,0 (+53 fr),2.0,60.0,18.0,30.0,Sim,24.518,Prateleira,5.0,apanha_c
16008.0,"OLMESARTANA MEDOXOMILA+HIDR 40MG 12,5X30",C,,C,51.0,,51.0,16.0,,16.0,0.0,,0.0,3.1875,,3.1875,0.0,016-034-01-02,0,2.0,56.0,0.0,0.0,Não,nan,,14.0,apanha_c
65272.0,LISADOR C/ 24CP,C,B,B,50.0,5.0,290.0,4.0,1.0,4.0,1.0,2.0,1.0,12.5,5.0,72.5,0.0,016-006-01-02,0,1.0,48.0,0.0,0.0,Não,nan,,7.0,apanha_c
4903.0,DESLAC FLORA(LACTASE+LACTOBACILLUS)30COM,C,,C,50.0,,50.0,23.0,,23.0,3.0,,3.0,2.1739,,2.1739,0.0,016-030-01-01,0,1.0,12.0,0.0,12.0,Sim,19.124,Prateleira,24.0,apanha_c
62361.0,F GARENA DP 60 FLACONETE 10 ML,C,C,C,50.0,0.0,50.0,25.0,0.0,25.0,21.0,4.0,21.0,2.0,0.0,2.0,1.0,016-014-01-02,0 (+9 fr),1.0,12.0,3.0,6.0,Sim,23.227,Prateleira,17.0,apanha_c
690012.0,AMBROXMEL XPE AD 120ML,C,C,C,50.0,0.0,50.0,16.0,0.0,16.0,8.0,2.0,8.0,3.125,0.0,3.125,0.0,017-035-01-02,0 (+21 fr),1.0,30.0,7.0,15.0,Sim,25.394,Prateleira,11.0,apanha_c
577100.0,DESPIN SABONETE 60G,C,,C,50.0,,50.0,15.0,,15.0,0.0,,0.0,3.3333000000000004,,3.3333000000000004,0.0,016-036-01-02,0,1.0,100.0,0.0,20.0,Sim,19.353,Prateleira,10.0,apanha_c
14501.0,FENOFIBRATO 200MG C/ 30CAP,C,,C,50.0,,50.0,9.0,,9.0,0.0,,0.0,5.5556,,5.5556,0.0,016-038-01-02,0,2.0,48.0,0.0,20.0,Sim,25.148,Prateleira,0.0,apanha_c
748675.0,TENOXICAM 20MG C/ 10COMP,C,,C,50.0,,50.0,14.0,,14.0,0.0,,0.0,3.5714,,3.5714,0.0,017-029-01-01,0,1.0,100.0,17.0,30.0,Sim,19.472,Prateleira,11.0,apanha_c
1500871.0,AMOX+CLAVUL POT 875+125MG (AM) C/ 20CP,C,,C,50.0,,50.0,2.0,,2.0,0.0,,0.0,25.0,,25.0,0.0,,0,0.0,0.0,0.0,1.0,Não,27.302,Prateleira,8.0,
64055.0,FLEXENEMA 130ML SOL. RETAL 1CT,C,,C,50.0,,50.0,5.0,,5.0,1.0,,1.0,10.0,,10.0,0.0,016-042-01-02,0,2.0,50.0,0.0,50.0,Não,20.418,Prateleira,10.0,apanha_c
610239.0,HISTADIN XPE 1MG/ML 100ML,C,,C,50.0,,50.0,5.0,,5.0,3.0,,3.0,10.0,,10.0,0.0,017-027-01-01,0,2.0,35.0,0.0,15.0,Sim,22.412,Prateleira,4.0,apanha_c
135830.0,ENALAPRIL 5MG 30CP,C,,C,50.0,,50.0,8.0,,8.0,2.0,,2.0,6.25,,6.25,0.0,010-028-02-02,0,2.0,60.0,55.0,60.0,Sim,22.518,Prateleira,7.0,prateleira
690388.0,APARELHO PRESSAO DIG AUT BRAÇO BPS11,C,,C,50.0,,50.0,9.0,,9.0,31.0,,31.0,5.5556,,5.5556,0.0,017-009-01-02,0 (+18 fr),1.0,24.0,5.0,4.0,Sim,22.748,Prateleira,6.0,apanha_c
231223.0,MIOFIBRAX 10MG C/ 30 COMP REV,C,,C,49.0,,49.0,9.0,,9.0,1.0,,1.0,5.4444,,5.4444,0.0,017-036-00-01,0,2.0,84.0,73.0,84.0,Não,20.453,Prateleira,8.0,apanha_c
114460.0,DORALEX 1 G C/ 20 CP,C,B,B,49.0,5.0,349.0,8.0,1.0,8.0,4.0,1.0,4.0,6.125,5.0,43.625,0.0,017-028-01-01,1 (+34 fr),3.0,60.0,16.0,20.0,Sim,24.515,Prateleira,5.0,apanha_c
999010.0,PRESERVATIVO BLOWTEX MORANGO PCT C/6,C,C,C,49.0,0.0,49.0,9.0,0.0,9.0,2.0,2.0,2.0,5.4444,0.0,5.4444,9.0,017-012-00-01,2,3.0,24.0,13.0,24.0,Não,23.531,Prateleira,8.0,apanha_c
64896.0,"FITA MICROPOROSA LARG. 25MM X 4,5M",C,,C,49.0,,49.0,10.0,,10.0,0.0,,0.0,4.9,,4.9,0.0,017-042-01-01,0,2.0,48.0,0.0,48.0,Não,20.141,Prateleira,6.0,apanha_c
2165.0,ESCOVA DENTAL POWER CLASS L2 P1 - MACIA,C,,C,49.0,,49.0,11.0,,11.0,3.0,,3.0,4.4545,,4.4545,0.0,010-012-02-01,0,1.0,36.0,15.0,20.0,Sim,25.352,Prateleira,10.0,apanha_b
1006425.0,BETAISTINA 8MG C/BLX30,C,,C,49.0,,49.0,11.0,,11.0,0.0,,0.0,4.4545,,4.4545,0.0,017-006-01-01,0,1.0,50.0,0.0,50.0,Não,23.437,Prateleira,1.0,apanha_c
443976.0,NISTAMAX SUSP 50ML,C,,C,49.0,,49.0,11.0,,11.0,1.0,,1.0,4.4545,,4.4545,0.0,017-009-01-01,0,2.0,50.0,1.0,50.0,Sim,21.438,Prateleira,8.0,apanha_c
448562.0,SEAKALM SOLUCAO 90MG C/ 100ML,C,,C,49.0,,49.0,20.0,,20.0,7.0,,7.0,2.45,,2.45,0.0,010-014-02-01,0 (+29 fr),1.0,50.0,22.0,25.0,Sim,22.438,Prateleira,17.0,apanha_b
11372.0,CLOR LERCANIDIPINO 10MG C/ 30COMP,C,,C,48.0,,48.0,1.0,,1.0,1.0,,1.0,48.0,,48.0,0.0,010-016-02-01,0,4.0,48.0,0.0,48.0,Sim,19.455,Prateleira,0.0,apanha_b
61901.0,SABONETE DE ENXOFRE 90G,C,,C,48.0,,48.0,15.0,,15.0,4.0,,4.0,3.2,,3.2,0.0,016-014-01-01,0 (+10 fr),5.0,60.0,23.0,30.0,Sim,21.664,Prateleira,11.0,apanha_c
65230.0,ISOFLAVONA 500MG C/ 60CAPS,C,,C,48.0,,48.0,18.0,,18.0,2.0,,2.0,2.6667,,2.6667,0.0,017-011-01-01,0 (+24 fr),1.0,15.0,3.0,15.0,Sim,27.202,Prateleira,23.0,apanha_c
16114.0,ETODOLACO 400 MG C/ 20 CPR VER.,C,,C,48.0,,48.0,18.0,,18.0,2.0,,2.0,2.6667,,2.6667,0.0,012-054-02-01,0,3.0,48.0,35.0,48.0,Não,26.122,Prateleira,28.0,apanha_b
60736.0,LEITE DE MAGNESIA 100ML ADV FARMA,C,A,B,48.0,15.0,228.0,9.0,4.0,11.0,3.0,4.0,3.0,5.3333,3.75,20.7273,0.0,017-019-01-01,0,6.0,12.0,0.0,0.0,Não,nan,,6.0,apanha_c
1335.0,GUARANA EM PÓ 80G,C,,C,48.0,,48.0,16.0,,16.0,12.0,,12.0,3.0,,3.0,0.0,010-042-02-01,0,2.0,12.0,0.0,12.0,Sim,25.301,Prateleira,17.0,prateleira
12036.0,CARBAMAZEPINA 400MG (C1)** C/ 20COMP,C,,C,48.0,,48.0,13.0,,13.0,2.0,,2.0,3.6923000000000004,,3.6923000000000004,0.0,018-001-01-01,0,2.0,48.0,48.0,48.0,Não,11.462,Prateleira,13.0,amostra
572514.0,DERMAFREE SOL TOP C/15ML,C,,C,48.0,,48.0,14.0,,14.0,0.0,,0.0,3.4286000000000003,,3.4286000000000003,0.0,017-033-01-01,0,1.0,120.0,2.0,120.0,Não,21.262,Prateleira,9.0,apanha_c
64370.0,ESCOVA DE DENTES NATURAL BLACK,C,C,C,48.0,0.0,48.0,12.0,0.0,12.0,8.0,1.0,8.0,4.0,0.0,4.0,8.0,017-005-01-01,0 (+24 fr),1.0,36.0,10.0,12.0,Sim,23.392,Prateleira,9.0,apanha_c
60887.0,DILATADOR NASAL G C/10,C,,C,48.0,,48.0,12.0,,12.0,2.0,,2.0,4.0,,4.0,0.0,017-003-01-02,0,2.0,24.0,0.0,0.0,Não,nan,,12.0,apanha_c
14891.0,SUC DESVELAFAXINA 100MG (C1)** C/ 30CPR,C,,C,48.0,,48.0,11.0,,11.0,1.0,,1.0,4.3636,,4.3636,0.0,018-007-01-01,0,3.0,56.0,10.0,56.0,Não,11.128,Prateleira,7.0,controlado
64598.0,BICARBONATO DE SODIO C/50G ADV FARMA,C,,C,48.0,,48.0,8.0,,8.0,2.0,,2.0,6.0,,6.0,0.0,016-042-01-01,0,2.0,24.0,0.0,24.0,Não,20.535,Prateleira,5.0,apanha_c
64083.0,PRESERVATIVO BLOWTEX SKYN ELITE C/6,C,C,C,48.0,0.0,48.0,8.0,0.0,8.0,2.0,2.0,2.0,6.0,0.0,6.0,6.0,017-005-01-02,2,3.0,24.0,21.0,1.0,Não,27.517,Prateleira,8.0,apanha_c
12094.0,SIMETICONA 125MG C/ 10CAPS,C,,C,48.0,,48.0,2.0,,2.0,1.0,,1.0,24.0,,24.0,0.0,017-037-01-02,0,1.0,96.0,0.0,96.0,Sim,22.411,Prateleira,0.0,apanha_c
11115.0,MOXIFLOXACINO CLOR 400MG (AM) C/ 5COMP,C,,C,48.0,,48.0,10.0,,10.0,1.0,,1.0,4.8,,4.8,0.0,016-019-01-01,0,2.0,48.0,0.0,48.0,Não,20.103,Flowrack,29.0,antibiotico
12572.0,PARACETAMOL 750MG C/ 20COMP,C,,C,48.0,,48.0,3.0,,3.0,1.0,,1.0,16.0,,16.0,0.0,016-026-01-02,0,2.0,48.0,0.0,0.0,Sim,nan,,8.0,apanha_c
63767.0,CURATIVO TRANSP EXTRA GRANDE 10 UND,C,C,C,48.0,1.0,72.0,15.0,1.0,16.0,5.0,2.0,5.0,3.2,1.0,4.5,0.0,012-056-02-02,0 (+4 fr),2.0,24.0,43.0,48.0,Sim,23.453,Prateleira,11.0,apanha_b
64367.0,GEL DENTAL NATURAL BLACK 100G,C,C,C,48.0,1.0,66.0,10.0,1.0,11.0,3.0,4.0,3.0,4.8,1.0,6.0,0.0,017-017-01-02,0,2.0,18.0,0.0,8.0,Sim,19.535,Prateleira,5.0,apanha_c
77545.0,CREAMASS SABOR COOKIES POUCH 3KG,C,A,C,48.0,24.0,96.0,35.0,17.0,42.0,24.0,35.0,24.0,1.3714000000000002,1.4118000000000002,2.2857000000000003,27.0,010-038-01-01,2,3.0,2.0,1.0,2.0,Não,27.903,Ponta De G,32.0,ponta
10529.0,LEVOFLOXACINO 500MG (AM) C/ 10COMP,C,,C,47.0,,47.0,15.0,,15.0,1.0,,1.0,3.1333,,3.1333,0.0,016-019-01-01,0,1.0,48.0,20.0,48.0,Não,25.458,Prateleira,11.0,antibiotico
10415.0,MELOXICAM 15MG C/ 10COMP,C,,C,47.0,,47.0,7.0,,7.0,0.0,,0.0,6.714300000000001,,6.714300000000001,0.0,015-039-01-02,1,5.0,96.0,107.0,474.0,Não,23.056,Flowrack,0.0,apanha_a
70794.0,MALTODEXTRIN LARANJA POUCH 1KG,C,,C,47.0,,47.0,24.0,,24.0,9.0,,9.0,1.9583000000000002,,1.9583000000000002,0.0,010-032-01-02,0,1.0,5.0,0.0,5.0,Não,24.901,Ponta De G,16.0,ponta
501501.0,GUARANA 500MG - 60 CAPS,C,,C,47.0,,47.0,20.0,,20.0,3.0,,3.0,2.35,,2.35,0.0,017-017-01-02,0,3.0,12.0,11.0,12.0,Não,20.476,Prateleira,16.0,apanha_c
60888.0,DILATADOR NASAL MASCULINO C/10,C,,C,47.0,,47.0,18.0,,18.0,2.0,,2.0,2.6111,,2.6111,0.0,017-003-01-01,0,2.0,24.0,0.0,10.0,Sim,19.497,Prateleira,19.0,apanha_c
2911.0,NUTRICAPS HAIR POLIVITAMINICO 60 CAPS,C,B,B,47.0,10.0,167.0,12.0,3.0,13.0,4.0,10.0,4.0,3.9167,3.3333000000000004,12.846200000000001,30.0,016-004-01-02,1,3.0,12.0,8.0,6.0,Sim,19.456,Prateleira,6.0,apanha_c
920190.0,LORITIL 1MG/ML 100ML,C,,C,47.0,,47.0,14.0,,14.0,2.0,,2.0,3.3571,,3.3571,0.0,016-004-01-02,0,1.0,24.0,8.0,30.0,Sim,27.358,Prateleira,11.0,apanha_c
64492.0,RIVAROXABANA 20 MG C/ 30COMP REV,C,,C,47.0,,47.0,13.0,,13.0,1.0,,1.0,3.6154,,3.6154,0.0,016-018-01-01,0,2.0,60.0,0.0,20.0,Sim,19.146,Prateleira,15.0,apanha_c
64922.0,BROMEXINA XPE AD 120ML,C,C,C,47.0,0.0,47.0,12.0,0.0,12.0,1.0,0.0,1.0,3.9167,0.0,3.9167,0.0,017-026-01-01,1 (+7 fr),2.0,60.0,6.0,36.0,Sim,27.186,Prateleira,8.0,apanha_c
1006609.0,ROSUVASTATINA CALCICA  5MG C/ 30COMP,C,,C,47.0,,47.0,10.0,,10.0,0.0,,0.0,4.7,,4.7,0.0,017-024-01-01,0,3.0,50.0,0.0,0.0,Não,nan,,9.0,apanha_c
3000265.0,DORALEX 500MG C/ 30 CP,C,C,C,47.0,0.0,47.0,3.0,0.0,3.0,4.0,2.0,4.0,15.6667,0.0,15.6667,0.0,017-030-00-01,0,1.0,60.0,0.0,30.0,Sim,25.472,Prateleira,3.0,apanha_c
1006602.0,TADALAFILA 20MG C/ 2COMP,C,C,B,47.0,1.0,97.0,4.0,1.0,5.0,1.0,2.0,1.0,11.75,1.0,19.400000000000002,14.0,017-010-01-01,3,3.0,50.0,59.0,50.0,Não,25.246,Prateleira,3.0,apanha_c
62346.0,PACK PURO AMOR 200 UND,C,A,B,47.0,68.0,319.0,18.0,17.0,26.0,10.0,6.0,10.0,2.6111,4.0,12.269200000000001,0.0,010-034-01-01,1,4.0,4.0,9.0,8.0,Não,22.907,Ponta De G,18.0,ponta
231285.0,"CARVEGRAN 12,5MG C/ 30COMP",C,,C,46.0,,46.0,8.0,,8.0,0.0,,0.0,5.75,,5.75,0.0,017-008-00-01,0,3.0,84.0,22.0,84.0,Não,22.531,Prateleira,9.0,apanha_c
61678.0,FIBERDAY FIBRACIL 10 STICK SACHES 8G,C,,C,46.0,,46.0,9.0,,9.0,11.0,,11.0,5.1111,,5.1111,0.0,010-020-02-02,0,5.0,36.0,0.0,5.0,Sim,26.456,Prateleira,2.0,apanha_b
421620.0,OXALATO ESCITALOPRAM 15MG (C1)** C/ 30CP,C,,C,46.0,,46.0,9.0,,9.0,0.0,,0.0,5.1111,,5.1111,0.0,018-003-01-02,0,3.0,100.0,0.0,100.0,Não,10.243,Prateleira,10.0,controlado
448051.0,MAGMAX 80MG/ML SUSP ORAL FR 100ML,C,,C,46.0,,46.0,9.0,,9.0,2.0,,2.0,5.1111,,5.1111,0.0,010-016-01-02,0 (+14 fr),1.0,100.0,18.0,20.0,Sim,25.122,Prateleira,17.0,apanha_b
447085.0,HIDRALYTE UVA C/500 ML,C,,C,46.0,,46.0,9.0,,9.0,5.0,,5.0,5.1111,,5.1111,0.0,010-034-01-02,0,2.0,24.0,0.0,0.0,Sim,nan,,26.0,ponta
65237.0,CURCUMA C/PIMENTA PRETA C/ 60CAPS,C,,C,46.0,,46.0,10.0,,10.0,7.0,,7.0,4.6000000000000005,,4.6000000000000005,0.0,017-019-01-01,0 (+27 fr),1.0,60.0,15.0,15.0,Sim,27.121,Prateleira,13.0,apanha_c
12736.0,HIDROQUINONA 40MG/G CREME 30G,C,,C,46.0,,46.0,16.0,,16.0,1.0,,1.0,2.875,,2.875,0.0,017-003-01-01,0,2.0,42.0,21.0,42.0,Não,22.142,Prateleira,24.0,apanha_c
64007.0,NEBULIZADOR G-TECH ACU AR COMPRIMIDO COM,C,,C,46.0,,46.0,19.0,,19.0,9.0,,9.0,2.4211,,2.4211,0.0,012-066-02-02,0 (+26 fr),1.0,20.0,6.0,10.0,Sim,21.747,Prateleira,24.0,apanha_b
2283.0,COLAGENO VERISOL UVA VERDE 250G,C,A,B,46.0,30.0,226.0,12.0,4.0,14.0,28.0,5.0,28.0,3.8333000000000004,7.5,16.1429,22.0,016-006-01-02,1 (+2 fr),3.0,6.0,2.0,3.0,Sim,23.205,Prateleira,16.0,apanha_c
1568.0,CHA VERDE SOLUVEL ZERO LIMAO - 250G,C,A,A,46.0,88.0,574.0,19.0,2.0,19.0,31.0,8.0,31.0,2.4211,44.0,30.2105,0.0,016-026-01-01,0,3.0,6.0,0.0,3.0,Sim,20.364,Prateleira,20.0,apanha_c
903206.0,LORATADINA 1MG/ML XPE 100ML,C,,C,46.0,,46.0,7.0,,7.0,6.0,,6.0,6.571400000000001,,6.571400000000001,0.0,016-030-01-01,0 (+12 fr),1.0,24.0,9.0,12.0,Sim,23.538,Prateleira,24.0,apanha_c
3000203.0,ENERGRIP C IMUNO ENERGY 1X16 CP EFERV,C,C,C,46.0,0.0,46.0,6.0,0.0,6.0,5.0,2.0,5.0,7.6667000000000005,0.0,7.6667000000000005,6.0,017-028-00-02,0 (+19 fr),1.0,50.0,25.0,25.0,Sim,25.145,Prateleira,8.0,apanha_c
61265.0,FD INF CAP BUMMIS TUBOS MEGA M 06X50,C,A,A,46.0,474.0,2890.0,14.0,86.0,87.0,14.0,3.0,14.0,3.2857000000000003,5.5116000000000005,33.2184,422.0,018-018-01-01,4 (+2 fr),3.0,6.0,10.0,12.0,Sim,29.225,Prateleira,16.0,pet
614.0,TROPICAIS FLOCOS 10G,C,B,B,46.0,4.0,142.0,2.0,2.0,2.0,11.0,5.0,11.0,23.0,2.0,71.0,0.0,010-004-01-01,0,2.0,24.0,0.0,5.0,Sim,14.167,Prateleira,1.0,pet
60341.0,FD INF VIC BABY MEGA G 03X80,C,A,A,46.0,3273.0,9865.0,17.0,93.0,93.0,16.0,0.0,16.0,2.7059,35.1935,106.0753,2748.0,018-018-01-01,3,2.0,3.0,0.0,3.0,Não,29.221,Prateleira,19.0,pet
64485.0,NATULAX PSYLLIUM 180G - LARANJA,C,,C,45.0,,45.0,23.0,,23.0,3.0,,3.0,1.9565000000000001,,1.9565000000000001,0.0,016-010-01-01,3,6.0,12.0,9.0,12.0,Não,26.305,Prateleira,14.0,apanha_c
64582.0,TINTURA DE IODO 2% 30ML,C,,C,45.0,,45.0,14.0,,14.0,1.0,,1.0,3.2143,,3.2143,0.0,017-029-01-02,0,2.0,24.0,13.0,24.0,Não,27.455,Prateleira,8.0,apanha_c
2430.0,ANTISSEPTICO BUCAL MENTA L300 P250ML,C,,C,45.0,,45.0,23.0,,23.0,2.0,,2.0,1.9565000000000001,,1.9565000000000001,0.0,017-017-01-02,0,2.0,12.0,6.0,12.0,Não,24.355,Prateleira,14.0,apanha_c
2416.0,ADEMIL GTS 20ML,C,,C,45.0,,45.0,14.0,,14.0,0.0,,0.0,3.2143,,3.2143,0.0,,0,0.0,100.0,0.0,100.0,Não,26.356,Prateleira,11.0,
76310.0,VO2 GEL MELANCIA 10 UNID,C,,C,45.0,,45.0,25.0,,25.0,11.0,,11.0,1.8,,1.8,0.0,016-004-01-01,0,1.0,4.0,0.0,0.0,Não,nan,,16.0,apanha_c
295.0,CREATINA MAXX PO 300G,C,C,C,45.0,1.0,57.0,19.0,1.0,20.0,6.0,0.0,6.0,2.3684000000000003,1.0,2.85,0.0,017-020-01-01,0,3.0,12.0,0.0,12.0,Sim,26.378,Prateleira,6.0,apanha_c
730037.0,OLEO CORPORAL AMENDOAS C/ BAUNILHA 100ML,C,C,C,45.0,0.0,45.0,13.0,0.0,13.0,4.0,4.0,4.0,3.4615,0.0,3.4615,0.0,017-011-01-02,0,1.0,12.0,1.0,12.0,Não,22.627,Prateleira,13.0,apanha_c
64921.0,AMBROXOL XPE INF 120ML,C,C,C,45.0,0.0,45.0,9.0,0.0,9.0,3.0,0.0,3.0,5.0,0.0,5.0,2.0,017-034-01-01,1 (+53 fr),2.0,60.0,36.0,36.0,Sim,20.328,Prateleira,3.0,apanha_c
5000001.0,RISPERIDONA 2MG (C1)** C/ 30COMP,C,,C,45.0,,45.0,9.0,,9.0,1.0,,1.0,5.0,,5.0,0.0,018-004-01-01,0,2.0,108.0,48.0,108.0,Sim,10.406,Prateleira,11.0,controlado
1006503.0,BROMAZEPAM 3MG (B1)** C/ 30 COMP,C,C,C,45.0,0.0,45.0,7.0,0.0,7.0,1.0,0.0,1.0,6.4286,0.0,6.4286,0.0,018-008-01-02,3,3.0,50.0,15.0,50.0,Não,10.246,Prateleira,5.0,controlado
64965.0,APETISINA 240ML SABOR MORANGO,C,,C,45.0,,45.0,6.0,,6.0,1.0,,1.0,7.5,,7.5,0.0,016-003-01-01,0 (+19 fr),1.0,30.0,1.0,15.0,Sim,23.265,Prateleira,6.0,antibiotico
77278.0,NUTRIWHEY MORANGO POTE 900G,C,A,B,44.0,29.0,102.0,29.0,14.0,35.0,19.0,10.0,19.0,1.5172,2.0714,2.9143000000000003,0.0,010-032-01-01,0,8.0,2.0,0.0,4.0,Não,24.905,Ponta De G,29.0,ponta
291.0,PICOL DE CROMO MAXX 100% IDR 120CAP,C,,C,44.0,,44.0,21.0,,21.0,10.0,,10.0,2.0952,,2.0952,0.0,017-019-01-01,0,4.0,12.0,0.0,12.0,Sim,24.477,Prateleira,21.0,apanha_c
63627.0,"FITA CIRUR MICROPOROSA BRANCA 10CMX4,5M",C,C,C,44.0,0.0,44.0,15.0,0.0,15.0,2.0,1.0,2.0,2.9333,0.0,2.9333,0.0,010-032-02-01,1,2.0,24.0,29.0,24.0,Não,23.478,Prateleira,12.0,prateleira
1006580.0,MEMANTINA CLOR 10MG (C1)** C/ 30CPR,C,,C,44.0,,44.0,11.0,,11.0,1.0,,1.0,4.0,,4.0,0.0,018-005-02-01,0,3.0,48.0,16.0,48.0,Não,10.446,Prateleira,8.0,
63398.0,LUFBEM GOTAS 15ML -,C,,C,44.0,,44.0,9.0,,9.0,2.0,,2.0,4.8889000000000005,,4.8889000000000005,0.0,012-052-01-01,0 (+41 fr),2.0,100.0,44.0,50.0,Sim,21.226,Prateleira,7.0,apanha_b
63299.0,DIMETIGASS 75 MG/ML EMU OR FR 15 ML,C,,C,44.0,,44.0,4.0,,4.0,3.0,,3.0,11.0,,11.0,0.0,012-054-02-02,0 (+10 fr),1.0,150.0,25.0,25.0,Sim,21.372,Prateleira,5.0,apanha_b
62567.0,BETTA BLACK LINE 14G,C,,C,44.0,,44.0,1.0,,1.0,0.0,,0.0,44.0,,44.0,0.0,,0,0.0,80.0,15.0,80.0,Não,14.104,Flowrack,0.0,
65092.0,DK COQUETELEIRA 1L,C,B,C,44.0,3.0,74.0,14.0,2.0,14.0,2.0,0.0,2.0,3.1429,1.5,5.2857,0.0,010-006-01-02,0,2.0,10.0,0.0,10.0,Não,17.073,Flowrack,6.0,amostra
62255.0,OLEO CORPORAL AMÊNDOAS FLOR CEREJ 100ML,C,,C,44.0,,44.0,15.0,,15.0,3.0,,3.0,2.9333,,2.9333,0.0,017-029-01-01,1,4.0,12.0,15.0,12.0,Não,21.686,Prateleira,18.0,apanha_c
102391.0,RUDITE 20MG/ML PO SUSP 100ML,C,C,C,44.0,0.0,44.0,20.0,0.0,20.0,10.0,1.0,10.0,2.2,0.0,2.2,7.0,012-050-01-01,0 (+23 fr),1.0,25.0,0.0,12.0,Sim,26.415,Prateleira,14.0,apanha_b
65084.0,EVORA PW FRUTAS VERMELHAS 300GR,C,B,C,44.0,12.0,92.0,27.0,10.0,30.0,21.0,18.0,21.0,1.6296000000000002,1.2,3.0667,2.0,017-018-01-01,3,3.0,4.0,0.0,4.0,Sim,21.376,Prateleira,23.0,apanha_c
279.0,BETA CAROTENO 400 MG 60 CAPS,C,B,C,44.0,2.0,68.0,15.0,1.0,15.0,3.0,2.0,3.0,2.9333,2.0,4.5333000000000006,0.0,016-010-01-01,0,3.0,12.0,0.0,12.0,Não,24.384,Prateleira,12.0,apanha_c
65089.0,"DK GALAO 2,2L",C,C,C,43.0,1.0,53.0,13.0,1.0,13.0,21.0,0.0,21.0,3.3077,1.0,4.0769,0.0,010-006-01-02,1 (+8 fr),2.0,10.0,5.0,5.0,Sim,16.086,Flowrack,13.0,amostra
