,Ordem,Código,Descrição,Curva Frac,Curva Cx,Curva Geral,Qtde Venda Frac,Qtde Venda Cx,Qtde Venda Geral,Dias Pedido Frac,Dias Pedido Cx,Dias Pedido Geral,Ativ.Ressupr.Frac,Ativ.Ressupr.Cx,Ativ.Ressupr.Geral,Média por dia frac,Média por dia cx,Média por dia geral,Estoque Armaz.,Ender.Cx.Fechada,Estoque Cx,Capacidade Cx,Embal.,Estoque Frac,Capacidade Frac,Permite Frac.,Ender.Fracionado,Tipo,Qtde Desvio Picking,local
1959,1960,410201,AZITROMICINA SUSP ORAL 600MG (AM),C,,C,100.0,,100.0,21.0,,21.0,6.0,,6.0,4.7619,,4.7619,0.0,016-023-01-02,0,3.0,30.0,7.0,14.0,Não,26.224,Prateleira,7.0,antibiotico
1960,1961,17225,DROXY 25MG C/30 COM - NQ,C,,C,100.0,,100.0,17.0,,17.0,20.0,,20.0,5.882400000000001,,5.882400000000001,0.0,,0,0.0,100.0,0.0,0.0,Sim,,,7.0,
1961,1962,16224,"DESLORATADINA XPE 0,5MG/ML100 ML",C,C,C,100.0,1.0,125.0,5.0,1.0,5.0,5.0,4.0,5.0,20.0,1.0,25.0,0.0,,0,0.0,25.0,0.0,0.0,Sim,,,0.0,
1962,1963,404865,RISPERIDONA 1MG (C1)** C/ 30COMP,C,,C,99.0,,99.0,15.0,,15.0,0.0,,0.0,6.600000000000001,,6.600000000000001,0.0,018-001-01-02,0,1.0,100.0,30.0,100.0,Não,10.126,Prateleira,34.0,controlado
1963,1964,408936,ATORVASTATINA 20MG C/ 30COMP,C,,C,99.0,,99.0,21.0,,21.0,2.0,,2.0,4.714300000000001,,4.714300000000001,0.0,016-012-01-01,0,1.0,50.0,22.0,50.0,Sim,21.393,Prateleira,3.0,apanha_c
1964,1965,17216,"CARDBET 6,25MG BLT 30 COM - NQ",C,,C,98.0,,98.0,8.0,,8.0,1.0,,1.0,12.25,,12.25,0.0,,0,0.0,84.0,46.0,77.0,Não,22.436,Prateleira,4.0,
1965,1966,62988,ABS PROT DIARIO DAILY CART L48P40 (18X50,C,B,B,98.0,9.0,260.0,8.0,4.0,9.0,3.0,4.0,3.0,12.25,2.25,28.8889,0.0,,0,0.0,18.0,0.0,0.0,Não,,,0.0,
1966,1967,63758,OMEGATIV PLUS 120 CPS,C,C,C,98.0,0.0,98.0,49.0,0.0,49.0,26.0,5.0,26.0,2.0,0.0,2.0,2.0,016-012-01-02,1 (+13 fr),2.0,24.0,6.0,8.0,Sim,24.517,Prateleira,18.0,apanha_c
1967,1968,14303,LOSARTANA+HCT 100/25MG 30CP,C,,C,98.0,,98.0,36.0,,36.0,8.0,,8.0,2.7222,,2.7222,0.0,,0,0.0,56.0,39.0,56.0,Não,22.433,Prateleira,14.0,
1968,1969,62679,PREDNISONA 20MG C/ 20COMP,C,,C,98.0,,98.0,14.0,,14.0,4.0,,4.0,7.0,,7.0,0.0,016-040-01-01,0,1.0,60.0,0.0,0.0,Não,,,0.0,apanha_c
1969,1970,60827,XO INSETO 15% SPRAY FR 200ML,C,C,C,98.0,2.0,146.0,16.0,1.0,16.0,4.0,4.0,4.0,6.125,2.0,9.125,0.0,017-019-01-01,0,1.0,24.0,0.0,0.0,Não,,,13.0,apanha_c
1970,1971,2860,ARRETADO CAFEINA-DP C/ 24 BLISTERS C/ 2,C,,C,97.0,,97.0,63.0,,63.0,17.0,,17.0,1.5397,,1.5397,0.0,016-008-01-02,1,1.0,12.0,0.0,0.0,Não,,,17.0,apanha_c
1971,1972,63530,FD GER MODERATE REGULAR EG 10X7,C,B,B,97.0,22.0,317.0,17.0,7.0,21.0,10.0,10.0,10.0,5.705900000000001,3.1429,15.0952,43.0,017-002-00-01,4,4.0,10.0,13.0,10.0,Não,28.453,Prateleira,37.0,fd
1972,1973,231256,PLANTARE PO EFERV C/30 SACHES 5G,C,,C,97.0,,97.0,26.0,,26.0,17.0,,17.0,3.7308,,3.7308,0.0,,0,0.0,18.0,0.0,0.0,Sim,,,0.0,
1973,1974,40032,LOSARTANA POT. 50MG C/30 COM.REV.-MLB,C,,C,97.0,,97.0,3.0,,3.0,2.0,,2.0,32.3333,,32.3333,0.0,017-005-01-01,0,2.0,84.0,0.0,0.0,Não,,,0.0,apanha_c
1974,1975,77074,EVORA FRUTAS VERMELHAS 150G V2,C,B,C,97.0,4.0,113.0,61.0,4.0,61.0,22.0,25.0,22.0,1.5902,1.0,1.8525,0.0,017-039-01-02,0,3.0,4.0,4.0,4.0,Não,23.322,Prateleira,44.0,apanha_c
1975,1976,76322,BCAA TOP - 120 CAPS,C,B,C,97.0,5.0,127.0,37.0,3.0,39.0,38.0,20.0,38.0,2.6216,1.6667,3.2564,0.0,017-033-01-01,0,3.0,6.0,0.0,6.0,Sim,27.326,Prateleira,5.0,apanha_c
1976,1977,63754,FD INF MULTIFRAL HIPER XXG 06X40,C,A,A,96.0,1901.0,11502.0,28.0,194.0,195.0,18.0,10.0,18.0,3.4286,9.799000000000001,58.9846,636.0,018-033-01-01,3,3.0,6.0,9.0,6.0,Não,28.576,Prateleira,10.0,fd
1977,1978,443,LICOPENO+SEL ANTI OX 250MG 60CAP,C,C,C,96.0,3.0,132.0,28.0,3.0,31.0,7.0,9.0,7.0,3.4286,1.0,4.2581,0.0,016-008-01-02,1,2.0,12.0,19.0,12.0,Não,27.185,Prateleira,13.0,apanha_c
1978,1979,12136,"ATENOLOL+CLORT 50/12,5MG C/ 30CP",C,,C,96.0,,96.0,3.0,,3.0,1.0,,1.0,32.0,,32.0,0.0,,0,0.0,48.0,0.0,0.0,Não,,,0.0,
1979,1980,106022,DERMATISAN CREME C/ 20GR (AM),C,,C,96.0,,96.0,13.0,,13.0,1.0,,1.0,7.384600000000001,,7.384600000000001,0.0,,0,0.0,56.0,0.0,0.0,Não,,,0.0,
1980,1981,733502,KIT BANHO BABY MURIEL MENINA,C,,C,96.0,,96.0,27.0,,27.0,44.0,,44.0,3.5556,,3.5556,0.0,016-040-01-02,0 (+1 fr),2.0,12.0,7.0,12.0,Sim,22.624,Prateleira,22.0,apanha_c
1981,1982,493,VITAMINA C 100% IDR - C/ 60CAPS,C,,C,96.0,,96.0,36.0,,36.0,8.0,,8.0,2.6667,,2.6667,0.0,017-009-01-01,1,3.0,12.0,0.0,20.0,Sim,23.182,Prateleira,7.0,apanha_c
1982,1983,12074,FLUCONAZOL 150MG C/ 1CAP,C,,C,96.0,,96.0,10.0,,10.0,1.0,,1.0,9.6,,9.6,0.0,,0,0.0,96.0,0.0,0.0,Não,,,0.0,
1983,1984,16092,RIVAROXABANA 20MG 2BLTX15 COM REV - GD,C,,C,96.0,,96.0,24.0,,24.0,2.0,,2.0,4.0,,4.0,0.0,,0,0.0,60.0,0.0,0.0,Não,,,2.0,
1984,1985,76729,SINISTER MASS CHOCOLATE 3KG POUCH,C,B,C,96.0,29.0,154.0,62.0,21.0,70.0,78.0,55.0,78.0,1.5484,1.381,2.2,0.0,,0,0.0,2.0,0.0,0.0,Não,,,12.0,
1985,1986,733519,KIT BANHO BABY MURIEL MENINO,C,,C,96.0,,96.0,27.0,,27.0,48.0,,48.0,3.5556,,3.5556,0.0,017-035-01-01,0,2.0,12.0,10.0,12.0,Sim,21.688,Prateleira,20.0,apanha_c
1986,1987,611955,BETAPROSPAN 5MG+2MG/ML+1AMP+SER+AG,C,,C,95.0,,95.0,14.0,,14.0,1.0,,1.0,6.7857,,6.7857,0.0,017-035-01-01,0,1.0,54.0,0.0,0.0,Sim,,,0.0,apanha_c
1987,1988,63307,RIVAROXABANA 20 MG C/ 30COMP REV,C,,C,95.0,,95.0,14.0,,14.0,3.0,,3.0,6.7857,,6.7857,0.0,,0,0.0,200.0,0.0,30.0,Sim,,,0.0,
1988,1989,5510024,CENTROLIV ENERGY 30 COMP,C,,C,95.0,,95.0,33.0,,33.0,6.0,,6.0,2.8788,,2.8788,0.0,,0,0.0,36.0,0.0,0.0,Sim,,,8.0,
1989,1990,10991,PIOGLITAZONA 45MG C/ 15COMP,C,,C,95.0,,95.0,18.0,,18.0,1.0,,1.0,5.2778,,5.2778,0.0,017-013-01-02,0,2.0,100.0,0.0,0.0,Não,,,0.0,apanha_c
1990,1991,63753,FD INF MULTIFRAL HIPER EG 06X50,C,A,A,95.0,1275.0,7745.0,28.0,100.0,102.0,18.0,11.0,18.0,3.3929,12.75,75.93140000000001,569.0,018-041-00-01,1,1.0,6.0,3.0,6.0,Não,29.286,Prateleira,23.0,
1991,1992,63291,CALAMED ALOE VERA GEL FR 120G,C,,C,95.0,,95.0,12.0,,12.0,10.0,,10.0,7.916700000000001,,7.916700000000001,0.0,017-037-01-02,0,1.0,30.0,0.0,0.0,Sim,,,10.0,apanha_c
1992,1993,62462,FD CALÇA BUMMIS TUBOS JUMBINHO M 8X20,C,B,B,94.0,26.0,302.0,31.0,20.0,48.0,32.0,9.0,32.0,3.0323,1.3,6.291700000000001,9.0,017-018-00-02,4,4.0,8.0,0.0,8.0,Não,28.512,Prateleira,5.0,fd
1993,1994,405299,DOMPERIDONA 10MG C/ 30COMP,C,,C,94.0,,94.0,21.0,,21.0,7.0,,7.0,4.4762,,4.4762,0.0,,0,0.0,100.0,5.0,30.0,Sim,21.437,Prateleira,4.0,
1994,1995,63333,CARTIPLEX FLEXIUM 30 SACHÊS 14G,C,B,C,93.0,4.0,141.0,33.0,2.0,33.0,6.0,1.0,6.0,2.8182,2.0,4.2727,0.0,016-034-01-02,0,2.0,12.0,0.0,4.0,Não,,,0.0,apanha_c
1995,1996,3191,HAIRSKIN SUPREME D-PANTENOL 60 CAPS,C,C,C,93.0,0.0,93.0,35.0,0.0,35.0,10.0,6.0,10.0,2.6571,0.0,2.6571,10.0,017-021-01-02,3,3.0,12.0,19.0,12.0,Não,20.433,Prateleira,27.0,apanha_c
1996,1997,4903,DESLAC FLORA(LACTASE+LACTOBACILLUS)30COM,C,C,C,93.0,0.0,93.0,34.0,0.0,34.0,16.0,8.0,16.0,2.7353,0.0,2.7353,12.0,016-030-01-01,1 (+2 fr),1.0,12.0,7.0,12.0,Sim,23.183,Prateleira,39.0,apanha_c
1997,1998,10251,PANTOPRAZOL 40MG C/ 14COMP,C,,C,93.0,,93.0,25.0,,25.0,2.0,,2.0,3.72,,3.72,0.0,,0,0.0,48.0,0.0,0.0,Não,,,8.0,
1998,1999,62485,AG FRALDA PANTS BUMMIS TUBOS M C/2,C,,C,93.0,,93.0,17.0,,17.0,1.0,,1.0,5.4706,,5.4706,0.0,018-034-01-01,0,1.0,36.0,0.0,40.0,Não,17.021,Flowrack,0.0,amostra
1999,2000,14979,TADALAFILA 20MG C/ 2COMP,C,,C,93.0,,93.0,13.0,,13.0,2.0,,2.0,7.1538,,7.1538,0.0,017-041-01-02,0,1.0,60.0,54.0,60.0,Não,9010.0,Flowrack,4.0,apanha_c
2000,2001,60215,KIT MEDIDOR GLICOSE FREE NO CODE,C,,C,92.0,,92.0,39.0,,39.0,37.0,,37.0,2.359,,2.359,0.0,012-066-02-01,1 (+5 fr),2.0,10.0,6.0,6.0,Sim,21.746,Prateleira,24.0,apanha_b
2001,2002,733787,OLEO CORPORAL DE AMENDOAS COLAGENO 100ML,C,C,C,92.0,0.0,92.0,31.0,0.0,31.0,9.0,4.0,9.0,2.9677,0.0,2.9677,0.0,017-011-01-02,1,2.0,12.0,4.0,12.0,Não,22.686,Prateleira,17.0,apanha_c
2002,2003,610153,TANDRIFLAN C/ 15COMP,C,,C,92.0,,92.0,26.0,,26.0,7.0,,7.0,3.5385,,3.5385,0.0,017-021-01-01,0,1.0,198.0,0.0,0.0,Sim,,,14.0,apanha_c
2003,2004,63340,CLOR FEXOFENADINA  60MG C/ 10COMP,C,,C,92.0,,92.0,11.0,,11.0,5.0,,5.0,8.3636,,8.3636,0.0,017-039-01-02,0,1.0,120.0,0.0,0.0,Sim,,,9.0,apanha_c
2004,2005,4759,COLAGENO VERISOL+Q10SACHÊ LIMÃO SIC 30X5,C,B,C,92.0,4.0,116.0,47.0,4.0,49.0,57.0,18.0,57.0,1.9574,1.0,2.3673,2.0,016-004-01-02,3 (+2 fr),3.0,6.0,3.0,3.0,Sim,24.492,Prateleira,20.0,apanha_c
2005,2006,60035,"FITA MICROPOROSA LARG. 12MM X 4,5M",C,,C,92.0,,92.0,12.0,,12.0,6.0,,6.0,7.666700000000001,,7.666700000000001,0.0,017-029-01-02,0,3.0,72.0,39.0,12.0,Não,23.454,Prateleira,20.0,apanha_c
2006,2007,500085,LOZEPREL 20MG C/56 CAPS,C,,C,91.0,,91.0,11.0,,11.0,10.0,,10.0,8.2727,,8.2727,0.0,016-010-01-02,0 (+19 fr),1.0,50.0,20.0,20.0,Sim,26.148,Prateleira,3.0,apanha_c
2007,2008,29937,"CARVEDILOL 3,125MG C/ 30COMP",C,,C,91.0,,91.0,19.0,,19.0,0.0,,0.0,4.7895,,4.7895,0.0,,0,0.0,84.0,0.0,0.0,Não,,,9.0,
2008,2009,70795,MALTODEXTRIN UVA POUCH 1KG,C,C,C,91.0,1.0,96.0,56.0,1.0,57.0,48.0,19.0,48.0,1.625,1.0,1.6842,0.0,010-038-01-02,2 (+1 fr),2.0,5.0,3.0,4.0,Sim,26.907,Ponta De G,20.0,ponta
2009,2010,500212,BUPROVIL 300MG C/ 20X10COMP,C,C,C,91.0,1.0,111.0,22.0,1.0,22.0,7.0,3.0,7.0,4.1364,1.0,5.045500000000001,0.0,016-018-01-01,0,1.0,20.0,0.0,20.0,Não,,,0.0,apanha_c
2010,2011,12590,CLOR CIPROFLOXACINO 500MG (AM) C/ 14CP,C,,C,90.0,,90.0,11.0,,11.0,3.0,,3.0,8.1818,,8.1818,0.0,016-003-01-02,0,1.0,48.0,38.0,1.0,Não,25.374,Prateleira,2.0,antibiotico
2011,2012,133971,TENOXICAM 20MG C/ 10COMP,C,,C,90.0,,90.0,15.0,,15.0,0.0,,0.0,6.0,,6.0,0.0,016-018-01-01,0,2.0,60.0,22.0,60.0,Não,25.304,Prateleira,9.0,apanha_c
2012,2013,63632,AUTOTESTE COVID 19 - G-TECH,C,,C,90.0,,90.0,3.0,,3.0,9.0,,9.0,30.0,,30.0,0.0,,0,0.0,5.0,0.0,0.0,Sim,,,0.0,
2013,2014,64368,ANTISSÉPTICO NATURAL BLACK 300ML,C,C,C,90.0,0.0,90.0,8.0,0.0,8.0,9.0,6.0,9.0,11.25,0.0,11.25,25.0,016-014-01-01,2,2.0,12.0,6.0,12.0,Não,24.513,Prateleira,27.0,apanha_c
2014,2015,61901,SABONETE DE ENXOFRE 90G,C,,C,90.0,,90.0,24.0,,24.0,3.0,,3.0,3.75,,3.75,0.0,016-014-01-01,0,5.0,60.0,0.0,0.0,Não,,,16.0,apanha_c
2015,2016,692319,SIMETICONA  75MG/ML FR C/ 15ML,C,,C,89.0,,89.0,20.0,,20.0,5.0,,5.0,4.45,,4.45,0.0,016-010-01-02,0,1.0,150.0,0.0,0.0,Sim,,,6.0,apanha_c
2016,2017,63338,LACTUDOSE S/ SABOR FR 200ML,C,,C,89.0,,89.0,18.0,,18.0,12.0,,12.0,4.9444,,4.9444,0.0,,0,0.0,36.0,0.0,0.0,Sim,,,9.0,
2017,2018,64437,AGUA BORICADA 3% 100ML FARMAX,C,,C,88.0,,88.0,1.0,,1.0,7.0,,7.0,88.0,,88.0,4.0,016-020-01-02,2 (+35 fr),3.0,72.0,8.0,30.0,Sim,20.282,Prateleira,31.0,apanha_c
2018,2019,311034,AMINOFILINA 100MG 20COMP,C,,C,88.0,,88.0,30.0,,30.0,7.0,,7.0,2.9333,,2.9333,0.0,017-035-01-01,0 (+44 fr),1.0,100.0,22.0,25.0,Sim,26.284,Prateleira,11.0,apanha_c
2019,2020,60285,"REPOSIT NAILS 7,5ML",C,C,C,88.0,0.0,88.0,28.0,0.0,28.0,4.0,3.0,4.0,3.1429,0.0,3.1429,0.0,016-030-01-01,1 (+1 fr),1.0,60.0,27.0,30.0,Sim,23.206,Prateleira,10.0,apanha_c
2020,2021,5510022,CENTROLIV HOMEM 30 COMP,C,,C,87.0,,87.0,24.0,,24.0,17.0,,17.0,3.625,,3.625,0.0,,0,0.0,36.0,0.0,0.0,Sim,,,0.0,
2021,2022,2570,ESCOVA DENTAL ECO SUPREME BIO REFIL,C,C,C,87.0,0.0,87.0,28.0,0.0,28.0,2.0,3.0,2.0,3.1071,0.0,3.1071,0.0,016-014-01-02,1,1.0,36.0,38.0,36.0,Não,27.515,Prateleira,7.0,apanha_c
2022,2023,60764,AG FRALDAS VIC BABY G C/ 1 UN,C,,C,87.0,,87.0,15.0,,15.0,1.0,,1.0,5.8,,5.8,0.0,,0,0.0,80.0,0.0,80.0,Não,17.051,Flowrack,0.0,
2023,2024,10386,PANTOPRAZOL 40MG C/  7COMP,C,,C,87.0,,87.0,25.0,,25.0,2.0,,2.0,3.48,,3.48,0.0,016-036-01-02,0,3.0,48.0,6.0,48.0,Não,25.451,Prateleira,18.0,apanha_c
2024,2025,662221,FLORENT 100MG C/12CAPS,C,,C,87.0,,87.0,17.0,,17.0,5.0,,5.0,5.1176,,5.1176,0.0,017-039-01-01,0,1.0,100.0,0.0,0.0,Sim,,,9.0,apanha_c
2025,2026,60395,FD GER FIT CARE CONFORT REGULAR EG 08X07,C,A,A,86.0,501.0,4094.0,29.0,102.0,111.0,14.0,6.0,14.0,2.9655,4.9118,36.8829,3.0,017-010-00-02,5,6.0,8.0,2.0,8.0,Não,28.518,Prateleira,19.0,fd
2026,2027,1572,COLAGENO HIDRO 2EM1 SACHE SORTIDOS,C,C,C,86.0,0.0,86.0,45.0,0.0,45.0,40.0,13.0,40.0,1.9111,0.0,1.9111,65.0,017-033-01-02,2 (+4 fr),3.0,6.0,3.0,4.0,Sim,27.186,Prateleira,8.0,apanha_c
2027,2028,479,BERINJELA 450MG - 60 CAPS,C,,C,86.0,,86.0,29.0,,29.0,6.0,,6.0,2.9655,,2.9655,0.0,017-021-01-02,0,1.0,12.0,0.0,6.0,Não,,,0.0,apanha_c
2028,2029,76784,OMEGA 3 60 CAPS INTEGRALMÉDICA,C,C,C,86.0,0.0,86.0,44.0,0.0,44.0,14.0,12.0,14.0,1.9545,0.0,1.9545,0.0,017-021-01-01,0,2.0,6.0,0.0,0.0,Não,,,17.0,apanha_c
2029,2030,661,SILICIO VIT A C D E 100MG C/ 60CAP,C,B,B,86.0,13.0,242.0,18.0,9.0,26.0,6.0,14.0,6.0,4.7778,1.4444,9.3077,2.0,017-021-01-01,2,2.0,12.0,7.0,12.0,Não,27.207,Prateleira,6.0,apanha_c
2030,2031,14981,TADALAFILA 20MG C/ 8COMP,C,,C,85.0,,85.0,18.0,,18.0,1.0,,1.0,4.7222,,4.7222,0.0,017-027-01-01,0,2.0,60.0,27.0,60.0,Não,26.262,Prateleira,2.0,apanha_c
2031,2032,61067,PRECIFICADOR SENSATY,C,,C,85.0,,85.0,6.0,,6.0,0.0,,0.0,14.1667,,14.1667,0.0,,0,0.0,10.0,136.0,150.0,Não,17.576,Prateleira,0.0,
2032,2033,860422,-,C,,C,84.0,,84.0,15.0,,15.0,7.0,,7.0,5.600000000000001,,5.600000000000001,,,,,,,,,,,3.0,
2033,2034,663709,VARICOSS C/ 60DRG,C,,C,84.0,,84.0,18.0,,18.0,0.0,,0.0,4.666700000000001,,4.666700000000001,0.0,017-039-01-01,0,1.0,100.0,0.0,100.0,Não,26.244,Prateleira,11.0,apanha_c
2034,2035,12339,GLIMEPIRIDA 4MG 30COMP,C,,C,84.0,,84.0,19.0,,19.0,1.0,,1.0,4.4211,,4.4211,0.0,017-005-01-02,0,1.0,84.0,0.0,0.0,Não,,,0.0,apanha_c
2035,2036,63402,NASOJET 3H SOL NAS 30MG/ML X 50ML,C,,C,84.0,,84.0,16.0,,16.0,10.0,,10.0,5.25,,5.25,0.0,,0,0.0,50.0,1.0,20.0,Sim,23.222,Prateleira,1.0,
2036,2037,63280,CARPA 6X1 400G,C,B,C,84.0,4.0,124.0,9.0,3.0,9.0,6.0,9.0,6.0,9.333300000000001,1.3333,13.7778,0.0,018-018-01-01,1,3.0,10.0,2.0,2.0,Não,14.124,Prateleira,7.0,pet
2037,2038,4910,CISTEFLUX CRANBERRY 5G - 30 SACHES,C,B,C,83.0,7.0,125.0,31.0,4.0,34.0,26.0,16.0,26.0,2.6774,1.75,3.6765,2.0,017-021-01-02,2 (+4 fr),3.0,6.0,3.0,6.0,Sim,20.437,Prateleira,9.0,apanha_c
2038,2039,663218,"DEXTAMINE 2MG+0,25MG C/20 CPR",C,,C,83.0,,83.0,18.0,,18.0,7.0,,7.0,4.6111,,4.6111,0.0,,0,0.0,100.0,0.0,0.0,Sim,,,8.0,
2039,2040,2147,ESCOVA DENTAL POWER PROFESSI CLASSIC MAC,C,,C,83.0,,83.0,16.0,,16.0,3.0,,3.0,5.1875,,5.1875,0.0,016-022-01-02,0,2.0,36.0,32.0,36.0,Não,23.416,Prateleira,3.0,apanha_c
2040,2041,861825,OLEO DE RICINO 60ML,C,,C,83.0,,83.0,15.0,,15.0,8.0,,8.0,5.533300000000001,,5.533300000000001,0.0,016-036-01-01,0,1.0,12.0,0.0,0.0,Não,,,6.0,apanha_c
2041,2042,60030,"ESPARADRAPO IMPERMEAVEL LARG. 12MM X 4,5",C,,C,83.0,,83.0,14.0,,14.0,6.0,,6.0,5.9286,,5.9286,0.0,016-022-01-02,0 (+1 fr),1.0,96.0,18.0,25.0,Sim,23.516,Prateleira,20.0,apanha_c
2042,2043,294,NUTRICAPS POLIVIT 100% IDR 250MG,C,C,C,83.0,1.0,95.0,27.0,1.0,27.0,14.0,6.0,14.0,3.0741,1.0,3.5185,44.0,017-021-01-01,3,5.0,12.0,28.0,12.0,Não,23.203,Prateleira,11.0,apanha_c
2043,2044,610623,NAXOTEC 500MG 24COMP,C,,C,82.0,,82.0,18.0,,18.0,0.0,,0.0,4.5556,,4.5556,0.0,,0,0.0,198.0,0.0,0.0,Não,,,6.0,
2044,2045,500490,ALCACHOFRA 200MG C/ 60COMP,C,,C,82.0,,82.0,16.0,,16.0,0.0,,0.0,5.125,,5.125,0.0,,0,0.0,84.0,0.0,0.0,Não,,,0.0,
2045,2046,19034,KNORTEX POM BISN 30G -,C,,C,82.0,,82.0,15.0,,15.0,2.0,,2.0,5.4667,,5.4667,0.0,017-021-01-02,0,1.0,42.0,32.0,42.0,Não,25.371,Prateleira,0.0,apanha_c
2046,2047,77075,EVORA LIMAO 150G V2,C,C,C,82.0,2.0,90.0,54.0,1.0,55.0,21.0,21.0,21.0,1.5185,2.0,1.6364,0.0,017-013-01-02,0,1.0,4.0,0.0,4.0,Não,23.321,Prateleira,21.0,apanha_c
2047,2048,62532,REGUA BUMMIS PANTS FRALDA CAL,C,,C,81.0,,81.0,19.0,,19.0,0.0,,0.0,4.2632,,4.2632,0.0,,0,0.0,200.0,0.0,0.0,Sim,,,3.0,
2048,2049,440453,UNHA GOLD SPRAY 30ML,C,,C,81.0,,81.0,26.0,,26.0,7.0,,7.0,3.1154,,3.1154,0.0,016-036-01-02,0,1.0,100.0,1.0,20.0,Sim,20.436,Prateleira,6.0,apanha_c
2049,2050,4449,METILFOLATO(FOLIDEX)420MCG+VIT B6B12 60C,C,C,C,81.0,0.0,81.0,31.0,0.0,31.0,11.0,7.0,11.0,2.6129,0.0,2.6129,0.0,017-019-01-01,0,1.0,12.0,4.0,12.0,Não,9010.0,Flowrack,11.0,apanha_c
2050,2051,60450,CARNIVOROS DE FUNDO 130G,C,,C,81.0,,81.0,11.0,,11.0,6.0,,6.0,7.3636,,7.3636,0.0,018-020-01-01,0 (+3 fr),1.0,24.0,0.0,24.0,Sim,14.108,Prateleira,6.0,pet
2051,2052,77073,EVORA FRUTAS AMARELAS 150G V2,C,B,C,81.0,5.0,101.0,57.0,4.0,59.0,19.0,21.0,19.0,1.4211,1.25,1.7119,0.0,017-013-01-02,0,1.0,4.0,0.0,4.0,Não,20.357,Prateleira,22.0,apanha_c
2052,2053,60360,FD INF ENXUTITA JUMBINHO EG 08X14,C,A,B,80.0,65.0,600.0,24.0,51.0,64.0,9.0,24.0,9.0,3.3333,1.2745,9.375,0.0,017-034-00-02,0,7.0,8.0,9.0,8.0,Não,29.453,Prateleira,5.0,fd
2053,2054,77210,WHEY 100% PURE BAUNILHA 900G POTE,C,B,C,80.0,20.0,120.0,26.0,11.0,31.0,22.0,17.0,22.0,3.0769,1.8182,3.871,0.0,,0,0.0,2.0,0.0,12.0,Não,29.902,Ponta De G,65.0,
2054,2055,6063800,L-CARNITINE FIRE - TANGERINA 480 ML BRA,C,C,C,80.0,2.0,104.0,28.0,2.0,29.0,21.0,7.0,21.0,2.8571,1.0,3.5862,0.0,017-005-01-02,0,2.0,12.0,0.0,0.0,Não,,,5.0,apanha_c
2055,2056,19017,SIMETICONA  40MG C/ 20COMP,C,,C,80.0,,80.0,5.0,,5.0,4.0,,4.0,16.0,,16.0,0.0,017-041-01-01,0,1.0,60.0,0.0,30.0,Sim,,,0.0,apanha_c
2056,2057,10529,LEVOFLOXACINO 500MG (AM) C/ 10COMP,C,,C,80.0,,80.0,14.0,,14.0,4.0,,4.0,5.714300000000001,,5.714300000000001,0.0,016-019-01-01,0,1.0,48.0,64.0,48.0,Não,25.458,Prateleira,7.0,antibiotico
2057,2058,407881,BETAISTINA DICLOR 24MG C/ 30CPR,C,,C,80.0,,80.0,20.0,,20.0,4.0,,4.0,4.0,,4.0,0.0,,0,0.0,100.0,0.0,0.0,Sim,,,9.0,
2058,2059,50360,GOTAS PRECIOSAS 30ML,C,,C,80.0,,80.0,23.0,,23.0,0.0,,0.0,3.4783,,3.4783,0.0,017-037-01-01,0,1.0,154.0,0.0,30.0,Não,26.373,Prateleira,5.0,apanha_c
2059,2060,51009,RITMONEURAN RTM C/20 CAPS,C,,C,80.0,,80.0,24.0,,24.0,7.0,,7.0,3.3333,,3.3333,0.0,,0,0.0,154.0,0.0,0.0,Sim,,,22.0,
2060,2061,5510029,CENTROLIV HOMEM +50 30 COMP,C,,C,80.0,,80.0,34.0,,34.0,8.0,,8.0,2.3529,,2.3529,0.0,,0,0.0,36.0,5.0,24.0,Sim,23.248,Prateleira,10.0,
2061,2062,690388,APARELHO PRESSAO DIG AUT BRAÇO BPS11,C,,C,80.0,,80.0,52.0,,52.0,30.0,,30.0,1.5385,,1.5385,0.0,017-009-01-02,0 (+16 fr),1.0,24.0,3.0,4.0,Sim,22.748,Prateleira,15.0,apanha_c
2062,2063,63456,TERMOPRIN 50MG/ML FR 100ML,C,,C,79.0,,79.0,6.0,,6.0,6.0,,6.0,13.1667,,13.1667,0.0,,0,0.0,40.0,0.0,0.0,Sim,,,7.0,
2063,2064,16087,MIRTAZAPINA 30MG (C1)** C/ 30COMP ORODIS,C,,C,79.0,,79.0,26.0,,26.0,2.0,,2.0,3.0385,,3.0385,0.0,018-002-01-01,0,1.0,40.0,0.0,0.0,Não,,,6.0,controlado
2064,2065,29976,DORZOLAMIDA+MALTIMOLOL  5ML,C,,C,79.0,,79.0,24.0,,24.0,0.0,,0.0,3.2917,,3.2917,0.0,016-040-01-02,0,1.0,100.0,0.0,0.0,Não,,,14.0,apanha_c
2065,2066,60038,"ATADURA DE CREPE LARG 6CMX1,8M",C,C,C,79.0,0.0,79.0,16.0,0.0,16.0,1.0,0.0,1.0,4.9375,0.0,4.9375,0.0,017-011-01-01,0 (+205 fr),2.0,240.0,8.0,8.0,Sim,23.577,Prateleira,9.0,apanha_c
