Código,Descrição,Qtde em Receb.,Estoque Armaz.,Apanha,Permite Frac.,Ender.Cx.Fechada,Embal.,Capacidade,Estoque,Apanha.1,Ender.Fracionado,Tipo,Embal..1,Capacidade.1,Estoque.1
20000063281.0,CICLIDEOS ONIVOROS 800G,0.0,0.0,Não,Não,,1.0,0.0,0,Não,,,0.0,0.0,0.0
20000064863.0,CICLINDRO PNEUMATICO A10,0.0,0.0,Não,Não,,0.0,0.0,0,Não,,,0.0,0.0,0.0
20000610150.0,CICLO 21 C/ 21COMP,0.0,0.0,Sim,Não,014-020-01-01,170.0,1.0,0,Sim,26.043,Flowrack,1.0,170.0,283.0
20000012804.0,CICLOBENZAPRINA CLOR  5MG C/ 10COMP,0.0,0.0,Não,Não,,60.0,0.0,0,Não,,,1.0,0.0,0.0
20000029960.0,CICLOBENZAPRINA CLOR  5MG C/ 15COMP,0.0,0.0,Sim,Sim,017-035-01-02,60.0,1.0,0,Não,,,1.0,0.0,0.0
20000404681.0,CICLOBENZAPRINA CLOR  5MG C/ 15COMP,0.0,0.0,Sim,Sim,017-035-01-01,100.0,1.0,0 (+35 fr),Sim,26.282,Prateleira,1.0,50.0,47.0
20000012905.0,CICLOBENZAPRINA CLOR  5MG C/ 15COMP,0.0,0.0,Sim,Não,012-054-01-01,60.0,2.0,0,Sim,26.207,Prateleira,1.0,60.0,9.0
20000063294.0,CICLOBENZAPRINA CLOR  5MG C/ 30COMP,0.0,0.0,Sim,Sim,016-040-01-02,200.0,1.0,0,Não,,,1.0,0.0,0.0
20000012904.0,CICLOBENZAPRINA CLOR  5MG C/ 30COMP,0.0,0.0,Não,Não,,60.0,0.0,0,Não,,,1.0,0.0,0.0
20000010957.0,CICLOBENZAPRINA CLOR  5MG C/ 30COMP,0.0,0.0,Sim,Não,010-012-02-02,60.0,3.0,3,Sim,22.574,Prateleira,1.0,60.0,93.0
20000403368.0,CICLOBENZAPRINA CLOR  5MG C/ 30COMP,0.0,0.0,Sim,Sim,017-005-01-02,100.0,1.0,0,Sim,22.287,Prateleira,1.0,100.0,27.0
20000012743.0,CICLOBENZAPRINA CLOR 10MG C/ 10COMP,0.0,0.0,Não,Não,,96.0,0.0,0,Não,,,1.0,0.0,0.0
20000010897.0,CICLOBENZAPRINA CLOR 10MG C/ 10COMP,0.0,0.0,Sim,Não,015-017-01-01,96.0,2.0,0,Sim,20.034,Flowrack,1.0,420.0,262.0
20000012796.0,CICLOBENZAPRINA CLOR 10MG C/ 15COMP,0.0,1.0,Sim,Não,017-023-01-01,48.0,1.0,1,Sim,26.146,Prateleira,1.0,48.0,36.0
20000063292.0,CICLOBENZAPRINA CLOR 10MG C/ 15COMP,0.0,0.0,Não,Sim,,200.0,0.0,0,Sim,22.513,Prateleira,1.0,30.0,4.0
20000021209.0,CICLOBENZAPRINA CLOR 10MG C/ 15COMP,0.0,0.0,Não,Não,,48.0,0.0,0,Não,,,1.0,0.0,0.0
20000010949.0,CICLOBENZAPRINA CLOR 10MG C/ 15COMP,0.0,7.0,Sim,Não,014-018-01-02,48.0,10.0,10,Sim,29.011,Flowrack,1.0,384.0,183.0
20000063293.0,CICLOBENZAPRINA CLOR 10MG C/ 30COMP,0.0,0.0,Não,Sim,,200.0,0.0,0,Sim,21.573,Prateleira,1.0,50.0,0.0
20000012797.0,CICLOBENZAPRINA CLOR 10MG C/ 30COMP,0.0,0.0,Não,Não,,84.0,0.0,0,Não,,,1.0,0.0,0.0
20000010950.0,CICLOBENZAPRINA CLOR 10MG C/ 30COMP,0.0,0.0,Sim,Não,014-020-01-01,84.0,2.0,0,Sim,20.086,Flowrack,1.0,168.0,0.0
20000021204.0,CICLOBENZAPRINA CLOR 10MG C/ 30COMP,0.0,0.0,Sim,Não,017-039-01-02,48.0,1.0,0,Não,,,1.0,0.0,0.0
20000403364.0,CICLOBENZAPRINA CLOR 10MG C/ 30COMP,0.0,0.0,Não,Sim,,100.0,0.0,0,Não,,,1.0,0.0,0.0
20000404677.0,CICLOBENZAPRINA CLOR 10MG 15CPR EURO,0.0,0.0,Não,Sim,,100.0,0.0,0,Não,,,1.0,0.0,0.0
20000131130.0,CICLOBENZAPRINA 10MG C/30 COMP NEO Q,0.0,0.0,Não,Não,,60.0,0.0,0,Não,,,1.0,0.0,0.0
20000131126.0,CICLOBENZAPRINA 5MG C/30 COMP NEO Q,0.0,0.0,Não,Não,,90.0,0.0,0,Não,,,1.0,0.0,0.0
20000029975.0,CICLOBENZAPRINA 5MG 2 BLT X 15 CPR REV N,0.0,0.0,Não,Sim,,60.0,0.0,0,Não,,,1.0,0.0,0.0
20000661349.0,CICLOFEMME C/21 DRG CIFARMA,0.0,0.0,Não,Sim,,100.0,0.0,0,Não,,,1.0,0.0,0.0
20000012750.0,CICLOPIROX OLAMINA SOL TOP 15ML,0.0,0.0,Sim,Sim,014-022-01-01,120.0,4.0,0 (+36 fr),Sim,25.163,Prateleira,1.0,60.0,56.0
20000014569.0,CICLOPIROX OLAMINA SOL TOP 15ML,0.0,0.0,Sim,Não,015-003-01-02,120.0,2.0,1,Sim,24.074,Flowrack,1.0,200.0,229.0
20000010904.0,CICLOPIROX OLAMINA SOL TOP 15ML,0.0,14.0,Sim,Não,014-006-01-02,120.0,3.0,3,Sim,25.054,Flowrack,1.0,160.0,183.0
20000101909.0,CICLORTEN  5MG C/ 20COMP,0.0,0.0,Não,Não,,60.0,0.0,0,Não,,,1.0,0.0,0.0
20000101908.0,CICLORTEN 20MG C/ 10COMP,0.0,0.0,Sim,Não,015-009-01-02,96.0,5.0,0,Sim,25.084,Flowrack,1.0,384.0,332.0
20000102468.0,CICLORTEN 20MG C/ 20COMP -,0.0,0.0,Não,Não,,60.0,0.0,0,Sim,24.066,Flowrack,1.0,420.0,64.0
20000610964.0,CICLOVULAR INJ CT AMP 1ML UQF,0.0,0.0,Não,Não,,60.0,0.0,0,Não,,,1.0,0.0,0.0
20000690355.0,CIFLOGEX CEREJA C/ 12 PAST,0.0,0.0,Sim,Sim,012-050-02-02,120.0,1.0,0 (+41 fr),Sim,26.552,Prateleira,1.0,30.0,20.0
20000690059.0,CIFLOGEX LARANJA C/12 PAST,0.0,0.0,Sim,Sim,012-050-01-02,120.0,2.0,0,Sim,26.558,Prateleira,1.0,20.0,12.0
20000690061.0,CIFLOGEX MEL-LIMAO C/ 12 PAST,0.0,0.0,Sim,Sim,015-005-01-02,120.0,2.0,0,Sim,28.075,Flowrack,1.0,240.0,47.0
20000690064.0,CIFLOGEX MENTA-LIMAO C/12 PAST,0.0,0.0,Sim,Sim,010-020-02-02,120.0,1.0,0 (+9 fr),Sim,25.185,Prateleira,1.0,20.0,20.0
20000690058.0,CIFLOGEX MENTA-LIMAO DIET C/12 PAST,0.0,0.0,Sim,Sim,010-012-01-02,120.0,2.0,0,Sim,25.243,Prateleira,1.0,28.0,11.0
20000690060.0,CIFLOGEX SPRAY MEL 30ML,0.0,0.0,Não,Sim,,100.0,0.0,0,Não,,,1.0,0.0,0.0
20000690062.0,CIFLOGEX SPRAY MENTA 30ML,0.0,0.0,Não,Não,,100.0,0.0,0,Não,,,1.0,0.0,0.0
20000403593.0,CILOSTAZOL  50MG 30CPR,0.0,0.0,Não,Não,,100.0,0.0,0,Sim,22.208,Prateleira,1.0,20.0,15.0
20000405225.0,CILOSTAZOL  50MG 60CPR,0.0,0.0,Sim,Sim,017-037-01-01,100.0,1.0,0,Não,,,1.0,0.0,0.0
20000011571.0,CILOSTAZOL 100MG 30 CPR - EMS GEN,0.0,0.0,Sim,Não,015-039-01-01,48.0,2.0,0,Sim,23.036,Flowrack,1.0,384.0,0.0
20000403594.0,CILOSTAZOL 100MG 30CPR,0.0,0.0,Sim,Não,017-005-01-01,100.0,1.0,0,Não,,,1.0,0.0,0.0
20000011572.0,CILOSTAZOL 100MG 60 CPR - EMS GEN,0.0,0.0,Sim,Não,014-006-01-01,56.0,2.0,0,Sim,27.061,Flowrack,1.0,56.0,0.0
20000405223.0,CILOSTAZOL 100MG 60CPR EURO,0.0,0.0,Não,Não,,100.0,0.0,0,Não,,,1.0,0.0,0.0
20000011569.0,CILOSTAZOL 50MG 30 CPR - EMS GEN,0.0,0.0,Sim,Não,012-048-01-02,48.0,2.0,0,Sim,21.516,Prateleira,1.0,48.0,0.0
20000011828.0,CILOSTAZOL 50MG 60 CPR - EMS GEN,0.0,0.0,Sim,Não,015-003-01-02,56.0,5.0,2,Sim,27.054,Flowrack,1.0,112.0,130.0
20000062377.0,CIMALGEX 30 MG - 8 COMP.,0.0,0.0,Não,Não,,24.0,0.0,0,Não,,,1.0,0.0,0.0
20000062376.0,CIMALGEX 8 MG - 8 COMP.,0.0,0.0,Não,Não,,24.0,0.0,0,Não,,,1.0,0.0,0.0
20000062378.0,CIMALGEX 80 MG - 8 COMP.,0.0,0.0,Não,Não,,24.0,0.0,0,Não,,,1.0,0.0,0.0
20000034395.0,CIMECORT CREME 15G,0.0,0.0,Não,Sim,,200.0,0.0,0,Não,,,1.0,0.0,0.0
20000690669.0,CIMECORT CREME 30G,0.0,0.0,Sim,Sim,016-004-01-02,60.0,1.0,0,Sim,9010.0,Flowrack,1.0,60.0,0.0
20000063295.0,CIMEGRIPE C/ 10CAPS,0.0,0.0,Sim,Sim,016-010-01-01,60.0,1.0,0,Sim,25.306,Prateleira,1.0,40.0,2.0
20000690069.0,CIMEGRIPE C/ 20CAPS,0.0,3.0,Sim,Sim,015-035-01-01,120.0,5.0,4 (+70 fr),Sim,26.438,Prateleira,1.0,40.0,24.0
20000698572.0,CIMEGRIPE DISPLAY 25X4 CIMED,0.0,0.0,Não,Não,,40.0,0.0,0,Não,,,1.0,0.0,0.0
20000034248.0,CIMEGRIPE SOL ORAL GTS 20ML,0.0,0.0,Sim,Sim,010-020-01-02,200.0,1.0,0,Sim,25.186,Prateleira,1.0,20.0,0.0
20000690073.0,CIMELIDE 100MG C/ 12COMP,0.0,0.0,Sim,Sim,014-008-01-01,200.0,3.0,0,Sim,28.053,Flowrack,1.0,200.0,108.0
20000690610.0,CIMELIDE 50MG/ML FR 15L,0.0,0.0,Sim,Não,016-040-01-01,150.0,3.0,0,Não,,,1.0,0.0,0.0
20000311037.0,CIMETIDINA 200MG C/ 10COMP,0.0,0.0,Sim,Sim,010-014-01-02,100.0,1.0,0 (+15 fr),Sim,22.473,Prateleira,1.0,30.0,28.0
20000311960.0,CIMETIDINA 200MG C/ 20COMP,0.0,0.0,Sim,Não,014-014-02-01,100.0,1.0,0,Sim,22.283,Prateleira,1.0,20.0,27.0
20000311039.0,CIMETIDINA 400MG C/ 16COMP,0.0,0.0,Sim,Sim,017-019-01-02,100.0,1.0,0,Não,,,1.0,0.0,0.0
20000062555.0,CINOMOSE AG VET FAST (5 TESTES),0.0,0.0,Não,Não,,0.0,0.0,0,Não,,,1.0,0.0,0.0
20000063691.0,CINTA ECOFIX 4.50 X 2.00,0.0,0.0,Não,Não,,0.0,0.0,0,Não,,,0.0,0.0,0.0
20000063992.0,CIPIOTEC INJ X 60ML,0.0,0.0,Não,Não,,0.0,0.0,0,Não,,,0.0,0.0,0.0
20000901675.0,CIPRIX 500MG CX C/ 14COMP REV GEOLAB,0.0,0.0,Não,Não,,60.0,0.0,0,Não,,,1.0,0.0,0.0
20000135976.0,CIPROFIBRATO 100MG C/ 30COMP,0.0,0.0,Sim,Não,017-041-01-01,60.0,1.0,0,Não,,,1.0,0.0,0.0
20000420304.0,CIPROFIBRATO 100MG C/ 30COMP,0.0,0.0,Não,Sim,,120.0,0.0,0,Não,,,1.0,0.0,0.0
20000010103.0,CIPROFLOXACINO 500MG C/ 6CP GEN,0.0,0.0,Não,Não,,48.0,0.0,0,Não,,,1.0,0.0,0.0
20000021504.0,CIPROFLOXACINO 500MG C/ 6CP NQ,0.0,0.0,Não,Não,,60.0,0.0,0,Não,,,1.0,0.0,0.0
20000004914.0,CISTEFLUX (CRANBERRY) - 500MG - CX C/ 30,0.0,0.0,Sim,Não,017-033-01-01,12.0,1.0,1,Sim,23.184,Prateleira,1.0,12.0,0.0
20000004910.0,CISTEFLUX CRANBERRY 5G - 30 SACHES,0.0,2.0,Sim,Sim,017-021-01-02,6.0,3.0,2 (+4 fr),Sim,20.437,Prateleira,1.0,6.0,3.0
20000920353.0,CISTEIL 20MG INF XPE 120ML,0.0,0.0,Não,Sim,,40.0,0.0,0,Não,,,1.0,0.0,0.0
20000925141.0,CISTEIL 200MG 16ENV C/5G,0.0,0.0,Sim,Sim,017-037-01-01,60.0,1.0,0,Sim,26.227,Prateleira,1.0,30.0,9.0
20000925142.0,CISTEIL 600MG 16ENV C/5G,0.0,0.0,Não,Não,,60.0,0.0,0,Sim,21.225,Prateleira,1.0,15.0,4.0
20000407200.0,CITALOPRAM 20 MG 30 CPR REVES (C1),0.0,0.0,Não,Não,,100.0,0.0,0,Não,,,1.0,0.0,0.0
20000010972.0,CITALOPRAM 20MG (C1)** C/ 30COMP,0.0,0.0,Sim,Não,018-006-01-01,84.0,5.0,0,Sim,11.014,Flowrack,1.0,252.0,47.0
20000012822.0,CITALOPRAM 20MG (C1)** C/ 30COMP,0.0,0.0,Sim,Não,018-005-01-01,84.0,1.0,3,Sim,10.101,Prateleira,1.0,48.0,95.0
20000110045.0,CITROPLEX 200MG/ML GOTAS 20ML NEO,0.0,0.0,Não,Não,,100.0,0.0,0,Não,,,1.0,0.0,0.0
20000062384.0,CIUREX PLUS SUSPENSAO FR C/ 20 ML,0.0,0.0,Não,Não,,0.0,0.0,0,Não,,,1.0,0.0,0.0
20000062382.0,CIUREX PLUS 400 MG CART. C/ 4 COMPR.,0.0,0.0,Não,Não,,12.0,0.0,0,Não,,,1.0,0.0,0.0
20000062383.0,CIUREX PLUS 800 MG CART. C/ 4 COMPR,0.0,0.0,Não,Não,,12.0,0.0,0,Não,,,1.0,0.0,0.0
20000062596.0,"CJ FONTE 28,9V 400V BIV GRAND/BVGAREN",0.0,0.0,Não,Não,,0.0,0.0,0,Não,,,0.0,0.0,0.0
20000132976.0,CLANISTIL SOL OFT C/15 ML,0.0,0.0,Sim,Sim,010-028-02-02,100.0,1.0,0,Sim,26.241,Prateleira,1.0,50.0,15.0
20000660604.0,CLARICURE CREME 60G CIFARMA,0.0,0.0,Não,Sim,,50.0,0.0,0,Não,,,1.0,0.0,0.0
20000010086.0,CLARITROMICINA 500MG (AM) C/ 10COMP,0.0,2.0,Sim,Não,016-029-01-01,48.0,4.0,4,Sim,22.418,Prateleira,1.0,40.0,0.0
20000064501.0,CLARITROMICINA 500MG (AM) C/ 10COMP,0.0,0.0,Sim,Não,016-027-01-01,60.0,3.0,0,Sim,20.324,Prateleira,1.0,60.0,60.0
20000010084.0,CLARITROMICINA 500MG (AM) C/ 14COMP,0.0,0.0,Sim,Não,016-029-01-01,48.0,3.0,3,Sim,26.518,Prateleira,1.0,48.0,37.0
20000064491.0,CLARITROMICINA 500MG (AM) C/ 14COMP,0.0,0.0,Sim,Não,016-013-01-01,60.0,3.0,0,Sim,20.574,Prateleira,1.0,60.0,60.0
20000064497.0,CLARITROMICINA 500MG (AM) C/ 7 COMP,0.0,0.0,Sim,Não,016-013-01-01,60.0,3.0,0,Sim,21.397,Prateleira,1.0,30.0,60.0
20000010150.0,CLARITROMICINA(AM)SUSP 125MG/5ML 60MLGEN,0.0,0.0,Não,Não,,40.0,0.0,0,Não,,,1.0,0.0,0.0
20000010127.0,CLARITROMICINA(AM)SUSP 250MG/5ML 60MLGEN,0.0,8.0,Sim,Não,016-017-01-02,40.0,2.0,2,Sim,27.081,Flowrack,1.0,40.0,47.0
20000001207.0,CLEAN UP SOL AURICULAR 100 ML,0.0,0.0,Não,Sim,,35.0,0.0,0,Não,,,1.0,0.0,0.0
20000231153.0,CLEANKINOL 40MG/G CREME 30GR,0.0,1.0,Sim,Não,017-013-01-02,42.0,2.0,2,Sim,22.122,Prateleira,1.0,42.0,20.0
20000232362.0,CLEANKINOL 40MG/G GEL DERM 30G,0.0,0.0,Sim,Não,017-039-01-01,42.0,3.0,2,Sim,26.412,Prateleira,1.0,30.0,47.0
20000801063.0,CLIK-R-FERRAMENTA DE TREINAMENTO,0.0,0.0,Não,Não,,10.0,0.0,0,Não,,,1.0,0.0,0.0
20000661474.0,CLINARA OLEO HIDRATANTE 100ML CIFARMA,0.0,0.0,Não,Não,,30.0,0.0,0,Não,,,1.0,0.0,0.0
20000062508.0,CLINBACTER 75MG,0.0,0.0,Não,Não,,0.0,0.0,0,Não,,,1.0,0.0,0.0
20000600096.0,CLINDAMICINA 300MG (AM) C/ 16CAP,0.0,0.0,Sim,Não,016-003-01-02,198.0,1.0,0,Sim,22.416,Prateleira,1.0,48.0,0.0
20000017217.0,"CLINDELLA  2,5MG 1BLTX30 COM-NQ",0.0,0.0,Sim,Sim,016-028-01-02,48.0,2.0,0,Sim,26.437,Prateleira,1.0,30.0,18.0
20000661405.0,CLINERIZE ENX BUCAL BAUNILHA 300ML CIFAR,0.0,0.0,Não,Não,,12.0,0.0,0,Não,,,1.0,0.0,0.0
20000661412.0,CLINERIZE ENX BUCAL 6 EM 1 300ML CIFARMA,0.0,0.0,Não,Não,,12.0,0.0,0,Não,,,1.0,0.0,0.0
20000063026.0,CLIP STRIP SOMINEX,0.0,349.0,Sim,Não,018-036-01-01,1.0,1.0,1,Não,,,0.0,0.0,0.0
20000001382.0,CLIP STRIP 2017 FINI,0.0,0.0,Não,Não,,999.0,0.0,0,Não,,,1.0,0.0,0.0
20000012839.0,CLO PIOGLITAZO MG CPR 30MG X 15,0.0,0.0,Sim,Sim,010-016-01-02,100.0,1.0,0 (+4 fr),Sim,26.165,Prateleira,1.0,60.0,50.0
20000690084.0,CLOFEN K 50MG 1 BLT X 20 DRAGEAS CIMED,0.0,0.0,Não,Sim,,200.0,0.0,0,Não,,,1.0,0.0,0.0
20000690085.0,CLOFEN S 50MG C/20 COMP REV CIMED,0.0,0.0,Não,Sim,,200.0,0.0,0,Não,,,1.0,0.0,0.0
20000011048.0,CLOMIPRAMINA 25MG (C1)** C/ 20COMP,0.0,0.0,Sim,Não,018-007-01-01,60.0,2.0,0,Sim,10.033,Flowrack,1.0,300.0,0.0
20000012181.0,CLOMIPRAMINA 25MG (C1)** C/ 20COMP,0.0,0.0,Sim,Não,018-003-01-02,60.0,2.0,0,Sim,11.465,Prateleira,1.0,60.0,56.0
20000011440.0,CLON LISINA+CICLOBEN 125/5MG C/15COMP,0.0,0.0,Sim,Não,014-016-01-01,48.0,3.0,0,Sim,21.533,Prateleira,1.0,48.0,0.0
20000012429.0,CLONAZEPAM (B1)** GOTAS 20ML,0.0,0.0,Sim,Não,018-005-01-02,120.0,1.0,0,Sim,10.085,Flowrack,1.0,240.0,2.0
20000014240.0,CLONAZEPAM (B1)** GOTAS 20ML,0.0,0.0,Não,Não,,100.0,0.0,0,Sim,11.104,Prateleira,1.0,100.0,0.0
20000010517.0,CLONAZEPAM (B1)** GOTAS 20ML,0.0,0.0,Sim,Não,018-006-01-02,120.0,4.0,0,Sim,10.045,Flowrack,1.0,240.0,0.0
20000016117.0,CLONAZEPAM (B1)** 2MG 3BLTX20 COM-GD,0.0,0.0,Sim,Não,018-001-01-01,84.0,1.0,0,Sim,11.527,Prateleira,1.0,84.0,56.0
20000012648.0,CLONAZEPAM 2MG (B1)** C/ 20COMP,0.0,0.0,Sim,Não,018-004-01-01,60.0,1.0,0,Sim,10.226,Prateleira,1.0,60.0,0.0
20000010804.0,CLONAZEPAM 2MG (B1)** C/ 30COMP,0.0,8.0,Sim,Não,018-002-01-01,84.0,4.0,4,Sim,10.014,Flowrack,1.0,252.0,193.0
20000029017.0,CLONAZEPAM 2MG (B1)** C/ 30COMP,0.0,0.0,Sim,Não,018-006-01-01,84.0,4.0,0,Não,,,1.0,0.0,0.0
20000014467.0,CLONAZEPAM 2MG (B1)** C/ 30COMP,0.0,0.0,Sim,Não,018-006-01-02,84.0,4.0,0,Sim,11.025,Flowrack,1.0,168.0,84.0
20000012649.0,CLONAZEPAM 2MG (B1)** C/ 30COMP,0.0,22.0,Sim,Não,018-007-01-02,84.0,4.0,3,Sim,10.206,Prateleira,1.0,84.0,133.0
20000011519.0,CLONAZEPAM 2MG (B1)** C/ 60COMP,0.0,0.0,Sim,Não,018-001-01-02,84.0,6.0,0,Sim,10.562,Prateleira,1.0,84.0,84.0
20000424333.0,CLONAZEPAM 2MG 30CPR (B1)* EUROFARMA,0.0,0.0,Não,Não,,100.0,0.0,0,Não,,,1.0,0.0,0.0
20000102322.0,"CLOPE 3,54MG/ML XPE 120ML",0.0,533.0,Sim,Não,016-041-01-01,60.0,5.0,9,Sim,25.085,Flowrack,1.0,240.0,130.0
20000011118.0,"CLOPERASTINA XPE 3,54 MG/ML C/120 ML",0.0,407.0,Sim,Não,016-043-01-01,60.0,5.0,5,Sim,28.055,Flowrack,1.0,180.0,35.0
20000231081.0,CLOPIDO-GRAN 75MG C/ 28COMP,0.0,0.0,Não,Sim,,56.0,0.0,0,Não,,,1.0,0.0,0.0
20000409675.0,CLOPIDOGREL 75MG 30CPR EURO,0.0,0.0,Não,Sim,,100.0,0.0,0,Não,,,1.0,0.0,0.0
20000017208.0,CLOPIPLAX 75MG 4BLX7C.REV-NQ,0.0,0.0,Não,Não,,56.0,0.0,0,Sim,21.163,Prateleira,1.0,56.0,28.0
20000062443.0,CLOR CIPROFLOXACINO 500MG (AM) C/ 14CP,0.0,0.0,Sim,Não,016-009-01-02,80.0,1.0,0,Sim,25.376,Prateleira,1.0,40.0,43.0
20000690079.0,CLOR CIPROFLOXACINO 500MG (AM) C/ 14CP,0.0,0.0,Sim,Não,016-009-01-02,120.0,2.0,0,Sim,21.552,Prateleira,1.0,38.0,16.0
20000419173.0,CLOR CIPROFLOXACINO 500MG (AM) C/ 14CP,0.0,0.0,Não,Não,,60.0,0.0,0,Não,,,1.0,0.0,0.0
20000062610.0,CLOR CIPROFLOXACINO 500MG (AM) C/ 14CP,0.0,0.0,Sim,Sim,016-003-01-01,200.0,4.0,0,Sim,26.301,Prateleira,1.0,50.0,0.0
20000131380.0,CLOR CIPROFLOXACINO 500MG (AM) C/ 14CP,0.0,0.0,Sim,Não,016-005-01-01,60.0,4.0,0,Sim,21.511,Prateleira,1.0,30.0,0.0
20000012590.0,CLOR CIPROFLOXACINO 500MG (AM) C/ 14CP,0.0,0.0,Sim,Não,016-003-01-02,48.0,1.0,0,Sim,25.374,Prateleira,1.0,1.0,38.0
20000010102.0,CLOR CIPROFLOXACINO 500MG (AM) C/ 14CP,0.0,0.0,Sim,Não,016-003-01-02,48.0,8.0,0,Sim,27.016,Flowrack,1.0,332.0,0.0
20000062429.0,CLOR CIPROFLOXACINO 500MG (AM) C/ 14CP,0.0,0.0,Não,Não,,0.0,0.0,0,Não,,,1.0,0.0,0.0
20000135762.0,CLOR CIPROFLOXACINO 500MG (AM) C/ 6CP,0.0,0.0,Sim,Não,016-029-01-02,60.0,1.0,0,Sim,25.414,Prateleira,1.0,60.0,1.0
20000064495.0,CLOR CIPROFLOXACINO 500MG (AM) 14CP,0.0,0.0,Sim,Não,016-027-01-01,60.0,3.0,0,Sim,20.391,Prateleira,1.0,60.0,60.0
20000010822.0,CLOR CIPROFLOXACINO+DEXA (AM) SOL OFT,0.0,0.0,Sim,Não,016-029-01-01,100.0,2.0,1,Sim,21.143,Prateleira,1.0,100.0,0.0
20000012669.0,CLOR CIPROFLOXACINO+DEXA (AM) SOL OFT,0.0,0.0,Não,Não,,100.0,0.0,0,Não,,,1.0,0.0,0.0
20000012838.0,CLOR. DE PIOGLITAZONA 15MG C/15 COM-GD,0.0,0.0,Sim,Sim,012-052-02-01,100.0,1.0,0,Não,,,1.0,0.0,0.0
20000011743.0,CLOR DONEPEZILA  5MG (C1)** C/30 COMP R,0.0,0.0,Sim,Não,018-003-01-02,60.0,1.0,5,Sim,11.105,Prateleira,1.0,60.0,88.0
20000011751.0,CLOR DONEPEZILA 10MG (C1)** C/ 30COMP,0.0,0.0,Sim,Não,018-007-01-02,56.0,3.0,0,Sim,10.044,Flowrack,1.0,56.0,0.0
20000030059.0,CLOR DONEPEZILA 10MG (C1)** C/ 30COMP,0.0,0.0,Não,Não,,56.0,0.0,0,Sim,10.502,Prateleira,1.0,56.0,0.0
20000014802.0,CLOR DULOXETINA  60MG (C1)**C/30 CAP,0.0,0.0,Sim,Não,018-005-01-02,50.0,2.0,0,Sim,11.015,Flowrack,1.0,50.0,46.0
20000011394.0,CLOR DULOXETINA 30MG (C1)** C/ 30CAPS-,0.0,0.0,Sim,Não,018-007-01-01,50.0,4.0,4,Sim,10.016,Flowrack,1.0,150.0,24.0
20000014801.0,CLOR DULOXETINA 30MG (C1)** C/30 CA,0.0,0.0,Sim,Não,018-001-01-02,50.0,1.0,2,Sim,11.024,Flowrack,1.0,50.0,37.0
20000016041.0,CLOR DULOXETINA 30MG (C1)** C/30 CAPS-,0.0,0.0,Sim,Não,018-006-01-01,50.0,1.0,0,Sim,10.504,Prateleira,1.0,50.0,0.0
20000012281.0,CLOR DULOXETINA 60MG (C1)** C/30CAPS-,0.0,0.0,Sim,Não,018-006-01-01,50.0,1.0,0,Sim,11.524,Prateleira,1.0,50.0,0.0
20000011225.0,CLOR DULOXETINA 60MG (C1)** C/30COMP,0.0,0.0,Sim,Não,018-001-01-02,50.0,3.0,0,Sim,11.022,Flowrack,1.0,100.0,26.0
20000063340.0,CLOR FEXOFENADINA  60MG C/ 10COMP,0.0,0.0,Sim,Sim,017-039-01-02,120.0,1.0,0,Não,,,1.0,0.0,0.0
20000011927.0,CLOR FEXOFENADINA 120MG C/ 10COMP,0.0,0.0,Sim,Não,014-024-01-01,48.0,8.0,0,Sim,20.021,Flowrack,1.0,288.0,0.0
20000063296.0,CLOR FEXOFENADINA 120MG C/ 10COMP,0.0,0.0,Não,Sim,,120.0,0.0,0,Sim,21.208,Prateleira,1.0,34.0,0.0
20000029349.0,CLOR FEXOFENADINA 120MG C/ 10COMP,0.0,0.0,Não,Não,,48.0,0.0,0,Não,,,1.0,0.0,0.0
20000424701.0,CLOR FEXOFENADINA 120MG 10 CPR REV EURO,0.0,0.0,Não,Sim,,100.0,0.0,0,Não,,,1.0,0.0,0.0
20000063297.0,CLOR FEXOFENADINA 180MG C/ 10COMP,0.0,0.0,Não,Sim,,120.0,0.0,0,Sim,21.167,Prateleira,1.0,50.0,0.0
20000011929.0,CLOR FEXOFENADINA 180MG C/ 10COMP,0.0,0.0,Sim,Não,014-024-02-01,48.0,10.0,0,Sim,21.013,Flowrack,1.0,192.0,4.0
20000424702.0,CLOR FEXOFENADINA 180MG C/ 10COMP,0.0,0.0,Sim,Não,017-011-01-01,100.0,1.0,0,Sim,26.327,Prateleira,1.0,50.0,4.0
20000029350.0,CLOR FEXOFENADINA 180MG C/ 10COMP,0.0,0.0,Sim,Não,017-003-01-01,48.0,2.0,0,Sim,21.352,Prateleira,1.0,48.0,0.0
20000016116.0,CLOR FLUOXETINA (C1)** 20MG 30 CAP,0.0,0.0,Sim,Não,018-007-01-02,100.0,1.0,4,Sim,10.121,Prateleira,1.0,30.0,48.0
20000010750.0,CLOR FLUOXETINA 10MG (C1)** C/ 28CAPS,0.0,0.0,Não,Não,,48.0,0.0,0,Não,,,1.0,0.0,0.0
20000012595.0,CLOR FLUOXETINA 10MG (C1)** C/ 28CAPS,0.0,0.0,Não,Não,,48.0,0.0,0,Não,,,1.0,0.0,0.0
20000012367.0,CLOR FLUOXETINA 20MG (C1)** C/ 30CAP C.R,0.0,0.0,Sim,Não,018-002-01-02,84.0,1.0,0,Sim,10.565,Prateleira,1.0,84.0,0.0
